State,Award Fiscal Year,Grant No,Grantee,Project Number,Title,State Wide Project,Primary Functional Category,Category Of Pollution,TMDL,Total 319h Funds,Has Pollutant Data,Current Status,Project Start,Project End
IL,2018,99520018,ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,4,Illinois Nutrient Loss Reduction Strategy Implementation,Yes,"Education/Information
",Agriculture; Animal Feeding Operations; Hydromodification; Urban Runoff/Stormwater,NOT APPLICABLE (NA),$0 ,No,Pending,Will start on 04/01/2022,Will be Completed On 06/30/2022
IL,2018,99520018,ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,5,Nonpoint Source Pollution Management Workshop,Yes,"Education/Information
",Agriculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),$0 ,No,Pending,Did start on 04/01/2018,Will be Completed On 03/31/2023
IL,2018,99520018,ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,6,Upper South Branch Kishwaukee River Watershed Improvement Plan,No,"Watershed Planning
",,NOT APPLICABLE (NA),"$86,835 ",No,On Schedule,Will start on 11/15/2018,Will be Completed On 02/28/2021
IL,2018,99520018,ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,7,Lake Michigan Watershed-based Planning Project,No,"Watershed Planning
",,NOT APPLICABLE (NA),"$30,000 ",No,On Schedule,Will start on 11/01/2018,Will be Completed On 12/31/2020
IL,2018,99520018,ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,8,South Fork Kent Creek Watershed Plan Development,No,"Watershed Planning
",,NOT APPLICABLE (NA),"$67,189 ",No,On Schedule,Will start on 12/01/2018,Will be Completed On 12/31/2020
IL,2018,99520018,ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,9,Highland Silver Lake Watershed BMP Implementation,No,,Agriculture; Hydromodification,Implementing a TMDL,"$487,086 ",Yes,On Schedule,Will start on 11/15/2018,Will be Completed On 09/30/2021
IL,2018,99520018,ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,11,Flint Creek Dreamway Stream & Riparian Area Restoration Project,No,,Hydromodification; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$339,641 ",Yes,Completed,Will start on 02/01/2019,Will be Completed On 12/31/2020
IL,2018,99520018,ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,12,7th Avenue Creek Stream Restoration Project,No,"BMP Implementation
",Hydromodification; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$1,210,600 ",Yes,On Schedule,Will start on 12/01/2018,Will be Completed On 11/30/2021
IL,2018,99520018,ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,13,Lake Lou Yaeger Watershed Implementation Project,No,"BMP Implementation
",Agriculture; Hydromodification,Implementing a TMDL,"$577,958 ",Yes,On Schedule,Will start on 12/01/2018,Will be Completed On 11/30/2020
IL,2018,99520018,ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,14,North Branch Chicago River Watershed Based Plan Update,No,"Other Restoration/Protection
",Agriculture; Hydromodification; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$69,670 ",No,On Schedule,Will start on 11/15/2018,Will be Completed On 03/31/2021
IL,2018,99520018,ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,15,Woods Creek Restoration Project – Phase 1,No,"BMP Implementation
",Hydromodification,NOT APPLICABLE (NA),"$436,087 ",Yes,Completed,Will start on 11/15/2018,Will be Completed On 07/15/2020
IL,2018,99520018,ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,16,Keith Andres Memorial Park Stream Restoration Project,No,"BMP Implementation
",Hydromodification,NOT APPLICABLE (NA),"$649,507 ",Yes,Completed,Will start on 11/15/2018,Will be Completed On 11/14/2020
IL,2018,99520018,ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,17,Otter Lake Watershed Plan Implementation,No,"BMP Implementation
",Hydromodification,Implementing a TMDL,"$200,895 ",Yes,On Schedule,Will start on 12/01/2018,Will be Completed On 11/30/2020
IL,2018,99520018,ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,18,Illinois Nutrient Loss Reduction Strategy Implementation,Yes,"Education/Information
",Agriculture; Animal Feeding Operations; Hydromodification; Urban Runoff/Stormwater,NOT APPLICABLE (NA),$0 ,No,On Schedule,Will start on 03/01/2019,Will be Completed On 03/01/2021
IN,2018,97548218,INDIANA DEPARTMENT OF ENVIRONMENTAL MANAGEMENT,1,Big Creek Watershed Implementation,No,"BMP Implementation
",Agriculture,NOT APPLICABLE (NA),"$345,000 ",Yes,On Schedule,Will start on 01/24/2019,Will be Completed On 01/23/2022
IN,2018,97548218,INDIANA DEPARTMENT OF ENVIRONMENTAL MANAGEMENT,2,Fourteen Mile/Goose Creek-OH River WMP Implementation,No,"BMP Implementation
",Agriculture,NOT APPLICABLE (NA),"$143,151 ",Yes,On Schedule,Will start on 12/28/2018,Will be Completed On 12/27/2022
IN,2018,97548218,INDIANA DEPARTMENT OF ENVIRONMENTAL MANAGEMENT,3,Clean Lakes Program,No,"Monitoring Design
",Other NPS Pollution,NOT APPLICABLE (NA),"$242,326 ",No,On Schedule,Will start on 05/01/2019,Will be Completed On 04/30/2021
IN,2018,97548218,INDIANA DEPARTMENT OF ENVIRONMENTAL MANAGEMENT,4,Lower East Fork White WMP and Implementation,No,"BMP Implementation
Education/Information
",Agriculture; Animal Feeding Operations,Developing a TMDL,"$375,000 ",Yes,On Schedule,Will start on 01/23/2019,Will be Completed On 07/22/2022
IN,2018,97548218,INDIANA DEPARTMENT OF ENVIRONMENTAL MANAGEMENT,5,Lower St. Joseph River Water Quality Improvement and Education Project,No,"BMP Implementation
",Agriculture,Implementing a TMDL,"$274,499 ",Yes,Completed,Will start on 04/23/2019,Will be Completed On 12/31/2021
IN,2018,97548218,INDIANA DEPARTMENT OF ENVIRONMENTAL MANAGEMENT,6,Plummer Creek Watershed Implementation Grant II,No,"BMP Implementation
",Agriculture; Land Disposal/Storage/Treatment,Implementing a TMDL,"$350,500 ",Yes,On Schedule,Will start on 03/18/2019,Will be Completed On 03/17/2022
IN,2018,97548218,INDIANA DEPARTMENT OF ENVIRONMENTAL MANAGEMENT,7,Investigation of Water Quality and Water Quantity in the School Branch Watershed,No,"319(h) National Monitoring Project
",Other NPS Pollution,NOT APPLICABLE (NA),"$375,900 ",No,On Schedule,Will start on 05/31/2019,Will be Completed On 11/30/2022
IN,2018,97548218,INDIANA DEPARTMENT OF ENVIRONMENTAL MANAGEMENT,8,Region of the Great Bend of the Wabash River Implementation,No,"BMP Implementation
",Agriculture; Urban Runoff/Stormwater,Implementing a TMDL,"$304,350 ",Yes,Completed,Will start on 03/25/2019,Will be Completed On 03/24/2021
IN,2018,97548218,INDIANA DEPARTMENT OF ENVIRONMENTAL MANAGEMENT,9,NPS Program Administration and Technical Assistance,Yes,"NPS Grants Administration
Technical Assistance/Technology Transfer
Implementing a Statewide Program (Regulatory or Non-Regulatory)
NPS State Staff Activities
Education/Information
Water Quality Assessment/Monitoring
",Agriculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$1,077,272 ",No,,Will start on 04/01/2017,Will be Completed On 03/31/2018
KY,2018,00D21418,KY ENERGY AND ENVIRONMENT CABINET,1,KDOW NPS Program Staff Support,Yes,"BMP Implementation
NPS Grants Administration
Technical Assistance/Technology Transfer
NPS Monitoring
Development of WBPs or Acceptable Alternatives
Implementing a Statewide Program (Regulatory or Non-Regulatory)
NPS State Staff Activities
Education/Information
Watershed Planning
",Agriculture; Hydromodification; Land Disposal/Storage/Treatment; Resource Extraction; Silviculture; Turf Management; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$1,120,269 ",No,Completed,Will start on 10/01/2019,Will be Completed On 09/30/2020
KY,2018,00D21418,KY ENERGY AND ENVIRONMENT CABINET,2,UK CES NPS Program Staff Support,Yes,"Education/Information
",Agriculture,NOT APPLICABLE (NA),"$145,000 ",No,Completed,Will start on 07/01/2019,Will be Completed On 12/31/2020
KY,2018,00D21418,KY ENERGY AND ENVIRONMENT CABINET,3,Four Rivers Basin Coordinator ,No,"BMP Implementation
Education/Information
Watershed Planning
",Agriculture; Hydromodification; Land Disposal/Storage/Treatment; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$143,500 ",No,On Schedule,Will start on 07/01/2019,Will be Completed On 03/31/2022
KY,2018,00D21418,KY ENERGY AND ENVIRONMENT CABINET,4,Watershed Plan for Middle Fork Beargrass Creek,No,"Watershed Planning
Water Quality Assessment/Monitoring
",Hydromodification; Turf Management; Urban Runoff/Stormwater,Developing a TMDL implementation plan(s),"$133,938 ",No,On Schedule,Will start on 09/01/2019,Will be Completed On 03/31/2022
KY,2018,00D21418,KY ENERGY AND ENVIRONMENT CABINET,5,Watershed Plan for Upper Paint Lick Creek,No,"Watershed Planning
Water Quality Assessment/Monitoring
",Agriculture; Hydromodification; Land Disposal/Storage/Treatment; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$60,000 ",No,On Schedule,Will start on 06/01/2019,Will be Completed On 03/31/2022
KY,2018,00D21418,KY ENERGY AND ENVIRONMENT CABINET,6,Sulphur Creek Phase II Ag Implementation Project - Mercer County,No,"BMP Design
BMP Implementation
Education/Information
",Agriculture,NOT APPLICABLE (NA),"$205,200 ",Yes,Completed,Will start on 05/01/2019,Will be Completed On 09/13/2021
KY,2018,00D21418,KY ENERGY AND ENVIRONMENT CABINET,7,Red River Implementation Project,No,"BMP Implementation
Education/Information
",Land Disposal/Storage/Treatment; Other NPS Pollution; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$264,000 ",Yes,Behind Schedule,Will start on 08/01/2019,Will be Completed On 03/31/2022
KY,2018,00D21418,KY ENERGY AND ENVIRONMENT CABINET,8,South Fork Little River Implementation Project,No,"BMP Design
BMP Implementation
Education/Information
",Agriculture; Land Disposal/Storage/Treatment,Implementing a TMDL,"$85,488 ",Yes,Behind Schedule,Will start on 09/01/2019,Will be Completed On 09/30/2022
KY,2018,00D21418,KY ENERGY AND ENVIRONMENT CABINET,9,Boone County Homeowner Assistance Program ,No,"BMP Implementation
Education/Information
",Land Disposal/Storage/Treatment,Implementing a TMDL,"$277,279 ",Yes,Completed,Will start on 01/01/2019,Will be Completed On 02/12/2021
KY,2018,00D21418,KY ENERGY AND ENVIRONMENT CABINET,10,Chestnut Creek Homeowner Assistance Program,No,"BMP Implementation
Education/Information
",Land Disposal/Storage/Treatment,Implementing a TMDL,"$150,000 ",Yes,On Schedule,Will start on 01/15/2019,Will be Completed On 03/31/2022
LA,2018,97623814,LOUISIANA DEPARTMENT OF AGRICULTURE AND FORESTRY,4,Bayou Mallet ,No,,,,$0 ,Yes,On Schedule,Will start on ,Will be Completed On 
LA,2018,99610225,LOUISIANA DEPARTMENT OF ENVIRONMENTAL QUALITY,1,PE1:  NPS Pollution Control Program,Yes,"NPS Grants Administration
NPS State Staff Activities
Other Planning
",,NOT APPLICABLE (NA),"$987,121 ",No,Completed,Will start on 10/01/2018,Will be Completed On 09/30/2023
LA,2018,99610225,LOUISIANA DEPARTMENT OF ENVIRONMENTAL QUALITY,2,PE2: Source Water Protection Program,Yes,"Other Planning
",Other NPS Pollution,NOT APPLICABLE (NA),"$443,224 ",No,Completed,Will start on 10/01/2018,Will be Completed On 09/30/2023
LA,2018,99610225,LOUISIANA DEPARTMENT OF ENVIRONMENTAL QUALITY,3,PE3:  Watershed Support Groups and Coordination Implementation,Yes,"Other Planning
",Other NPS Pollution,NOT APPLICABLE (NA),"$322,155 ",No,On Schedule,Will start on 10/01/2018,Will be Completed On 09/30/2023
LA,2018,99610225,LOUISIANA DEPARTMENT OF ENVIRONMENTAL QUALITY,4,PE4:  Laboratory Analysis,Yes,"Other Planning
",Other NPS Pollution,NOT APPLICABLE (NA),"$100,000 ",No,On Schedule,Will start on 10/01/2018,Will be Completed On 09/30/3023
LA,2018,99610225,LOUISIANA DEPARTMENT OF ENVIRONMENTAL QUALITY,5,PE5:  Equipment,Yes,"Other Planning
",Other NPS Pollution,NOT APPLICABLE (NA),"$20,000 ",No,On Schedule,Will start on 10/01/2018,Will be Completed On 09/30/2023
LA,2018,99610225,LOUISIANA DEPARTMENT OF ENVIRONMENTAL QUALITY,6,PE6:  LRWA: OSDS Inspections & Homeowner Sewage Maintenance Educational Workshops,Yes,"Other Planning
",Other NPS Pollution,NOT APPLICABLE (NA),"$60,000 ",No,Completed,Will start on 10/01/2018,Will be Completed On 09/30/2023
MD,2018,97352918,MD DEPT OF THE ENVIRONMENT,1,01-MDE Analysis and Local Assistance,Yes,"Technical Assistance/Technology Transfer
NPS State Staff Activities
Education/Information
",,NOT APPLICABLE (NA),"$277,539 ",No,Accepted by EPA,Will start on 07/01/2018,Will be Completed On 06/30/2019
MD,2018,97352918,MD DEPT OF THE ENVIRONMENT,2,02-MDE 319(h) Grant Administration,Yes,"NPS Grants Administration
NPS State Staff Activities
",,NOT APPLICABLE (NA),"$159,500 ",No,Accepted by EPA,Will start on 07/01/2018,Will be Completed On 06/30/2019
MD,2018,97352918,MD DEPT OF THE ENVIRONMENT,3,03-MDE 319 Nonpoint Source Program Management,Yes,"NPS Grants Administration
NPS State Staff Activities
",,NOT APPLICABLE (NA),"$318,516 ",No,Accepted by EPA,Will start on 07/01/2018,Will be Completed On 06/30/2019
MD,2018,97352918,MD DEPT OF THE ENVIRONMENT,4,04-MDE TargetedWatershed Monitoring of NPS Implementation Progress,Yes,"BMP Effectiveness Monitoring
",,NOT APPLICABLE (NA),"$340,737 ",No,On Schedule,Will start on 07/01/2018,Will be Completed On 06/30/2019
MD,2018,97352918,MD DEPT OF THE ENVIRONMENT,5,05-MDE Biological Assessment for Water Quality Protection and TMDL Implementation,Yes,"Water Quality Assessment/Monitoring
",,NOT APPLICABLE (NA),"$308,945 ",No,Completed,Will start on 07/01/2018,Will be Completed On 06/30/2019
MD,2018,97352918,MD DEPT OF THE ENVIRONMENT,6,06-MDE Match Reporting Project for the Overall FFY-2018 319(h) Grant,Yes,"BMP Implementation
",Land Disposal/Storage/Treatment,Implementing a TMDL,$0 ,Yes,Accepted by EPA,Will start on 07/01/2018,Will be Completed On 06/30/2019
MD,2018,97352918,MD DEPT OF THE ENVIRONMENT,7,07-Baltimore County Scotts Level Stream Restoration Project,No,"BMP Design
BMP Implementation
",Urban Runoff/Stormwater,Implementing a TMDL,"$450,000 ",Yes,Completed,Will start on 07/01/2018,Will be Completed On 06/30/2022
MD,2018,97352918,MD DEPT OF THE ENVIRONMENT,8,08-Washington County Antietam Creek at Little Grove Creek Stream Restoration Project,No,"BMP Design
BMP Implementation
",Other NPS Pollution,Implementing a TMDL,"$221,178 ",Yes,Pending,Will start on 07/01/2018,Will be Completed On 06/30/2022
MD,2018,97352918,MD DEPT OF THE ENVIRONMENT,9,09-Washington County Soil Conservation District Antietam Creek Watershed Restoration Project - Winder Property,No,"BMP Design
BMP Implementation
",Agriculture,Implementing a TMDL,"$52,585 ",Yes,Accepted by EPA,Will start on 07/01/2018,Will be Completed On 12/31/2020
ME,2018,99182906,ENVIRONMENTAL PROTECTION MAINE DEPARTMENT OF,1,"North Pond Watershed Protection Project, Phase I",No,"BMP Design
BMP Implementation
Education/Information
",Other NPS Pollution,NOT APPLICABLE (NA),"$80,406 ",Yes,,Will start on 02/26/2018,Will be Completed On 12/31/2020
ME,2018,99182906,ENVIRONMENTAL PROTECTION MAINE DEPARTMENT OF,2,NPS Staff Time - Implementing WBPs FFY18,Yes,"BMP Design
BMP Implementation
Education/Information
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$55,250 ",No,,Will start on 10/01/2017,Will be Completed On 09/30/2018
ME,2018,99182906,ENVIRONMENTAL PROTECTION MAINE DEPARTMENT OF,3,NPS Staff Time - Program Funds FFY18,Yes,"NPS Grants Administration
Technical Assistance/Technology Transfer
NPS Monitoring
Development of WBPs or Acceptable Alternatives
NPS State Staff Activities
",Other NPS Pollution,NOT APPLICABLE (NA),"$900,000 ",No,,Will start on 10/01/2017,Will be Completed On 09/30/2018
ME,2018,99182906,ENVIRONMENTAL PROTECTION MAINE DEPARTMENT OF,4,"Cochnewagon Lake Restoration Project, Phase III: In-Lake Alum Treatment",No,"BMP Design
BMP Implementation
BMP Effectiveness Monitoring
Education/Information
",Other NPS Pollution,NOT APPLICABLE (NA),"$175,000 ",Yes,,Will start on 01/01/2018,Will be Completed On 12/31/2019
ME,2018,99182906,ENVIRONMENTAL PROTECTION MAINE DEPARTMENT OF,5,East Pond Watershed Restoration Project Phase IV: In-Lake Alum Treatment,No,"BMP Design
BMP Implementation
BMP Effectiveness Monitoring
Education/Information
",Other NPS Pollution,Implementing a TMDL,"$232,000 ",Yes,,Will start on 01/01/2018,Will be Completed On 06/03/2019
ME,2018,99182906,ENVIRONMENTAL PROTECTION MAINE DEPARTMENT OF,6,"Spruce Creek Watershed Restoration Project, Phase V",No,"BMP Design
BMP Implementation
BMP Effectiveness Monitoring
Education/Information
",Agriculture; Urban Runoff/Stormwater,Implementing a TMDL,"$36,543 ",Yes,,Will start on 01/01/2019,Will be Completed On 12/31/2020
ME,2018,99182906,ENVIRONMENTAL PROTECTION MAINE DEPARTMENT OF,7," Adams Pond and Knickerbocker Lake Watershed Protection Project, Phase II",No,"BMP Design
BMP Implementation
Education/Information
",Other NPS Pollution,NOT APPLICABLE (NA),"$44,510 ",Yes,,Will start on 01/01/2019,Will be Completed On 12/31/2020
ME,2018,99182906,ENVIRONMENTAL PROTECTION MAINE DEPARTMENT OF,8,"Trout Brook Restoration Project, Phase III",No,"BMP Design
BMP Implementation
Education/Information
",Agriculture; Urban Runoff/Stormwater,Implementing a TMDL,"$45,072 ",Yes,,Will start on 01/01/2019,Will be Completed On 12/31/2020
ME,2018,99182906,ENVIRONMENTAL PROTECTION MAINE DEPARTMENT OF,9,"Abrams Pond Watershed Protection Project, Phase I",No,"BMP Design
BMP Implementation
Education/Information
",Other NPS Pollution,NOT APPLICABLE (NA),"$79,418 ",Yes,,Will start on 01/01/2019,Will be Completed On 12/31/2020
ME,2018,99182906,ENVIRONMENTAL PROTECTION MAINE DEPARTMENT OF,10,"Hogan-Whitney Ponds Watershed Protection Project, Phase I",No,"BMP Design
BMP Implementation
Education/Information
",Other NPS Pollution,NOT APPLICABLE (NA),"$50,100 ",Yes,,Will start on 01/01/2019,Will be Completed On 12/31/2020
ME,2018,99182906,ENVIRONMENTAL PROTECTION MAINE DEPARTMENT OF,11,"Cobbossee Lake Watershed Protection Project, Phase II",No,"BMP Design
BMP Implementation
Education/Information
",Other NPS Pollution,NOT APPLICABLE (NA),"$90,410 ",No,,Will start on 01/01/2019,Will be Completed On 12/31/2020
ME,2018,99182906,ENVIRONMENTAL PROTECTION MAINE DEPARTMENT OF,12,NPS Staff Time - Implementing WBPs FFY19,Yes,"BMP Design
BMP Implementation
BMP Effectiveness Monitoring
Education/Information
",Agriculture; Other NPS Pollution; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$40,000 ",No,,Will start on 10/01/2018,Will be Completed On 09/30/2019
ME,2018,99182906,ENVIRONMENTAL PROTECTION MAINE DEPARTMENT OF,13,NPS Staff Time - Program Funds FFY19,Yes,"NPS Grants Administration
Technical Assistance/Technology Transfer
NPS Monitoring
Development of WBPs or Acceptable Alternatives
Implementing a Statewide Program (Regulatory or Non-Regulatory)
NPS State Staff Activities
",Other NPS Pollution,NOT APPLICABLE (NA),"$899,180 ",No,,Will start on 10/01/2018,Will be Completed On 09/30/2019
ME,2018,99182906,ENVIRONMENTAL PROTECTION MAINE DEPARTMENT OF,14,"Goosefare Brook Watershed Restoration Project, Phase II",No,"BMP Design
BMP Implementation
Education/Information
Other Restoration/Protection
",Other NPS Pollution; Urban Runoff/Stormwater,Implementing a TMDL,"$111,145 ",Yes,,Will start on 01/01/2019,Will be Completed On 12/31/2020
ME,2018,99182906,ENVIRONMENTAL PROTECTION MAINE DEPARTMENT OF,15,McGrath Pond and Salmon Lake Watershed Protection Project Phase IV,No,"BMP Design
BMP Implementation
Education/Information
",Other NPS Pollution,NOT APPLICABLE (NA),"$62,157 ",Yes,,Will start on 01/01/2019,Will be Completed On 12/31/2020
ME,2018,99182906,ENVIRONMENTAL PROTECTION MAINE DEPARTMENT OF,16,Capehart Brook Restoration Project Phase III,No,"BMP Design
BMP Implementation
",Urban Runoff/Stormwater,Implementing a TMDL,"$125,000 ",Yes,,Will start on 04/01/2019,Will be Completed On 12/31/2021
ME,2018,99182906,ENVIRONMENTAL PROTECTION MAINE DEPARTMENT OF,17,Georges Pond Protection Project Phase I,No,"BMP Design
BMP Implementation
Education/Information
",Other NPS Pollution,NOT APPLICABLE (NA),"$45,960 ",Yes,,Will start on 04/01/2020,Will be Completed On 03/31/2022
ME,2018,99182906,ENVIRONMENTAL PROTECTION MAINE DEPARTMENT OF,18,Bauneg Beg Lake Watershed Protection Project Phase I,No,"BMP Design
BMP Implementation
Education/Information
",Other NPS Pollution,NOT APPLICABLE (NA),"$52,601 ",Yes,,Will start on 02/15/2020,Will be Completed On 12/31/2022
ME,2018,99182906,ENVIRONMENTAL PROTECTION MAINE DEPARTMENT OF,19,Goosefare Brook Restoration Project Phase III,No,"BMP Design
BMP Implementation
BMP Effectiveness Monitoring
Education/Information
",Urban Runoff/Stormwater,Implementing a TMDL,"$69,028 ",Yes,,Will start on 10/01/2020,Will be Completed On 12/31/2022
ME,2018,99182906,ENVIRONMENTAL PROTECTION MAINE DEPARTMENT OF,20,Meduxnekeag River Watershed Restoration Project Phase II,No,"BMP Design
BMP Implementation
Education/Information
",Agriculture,Implementing a TMDL,"$33,591 ",Yes,,Will start on 01/01/2020,Will be Completed On 12/31/2021
ME,2018,99182906,ENVIRONMENTAL PROTECTION MAINE DEPARTMENT OF,21,North Pond Protection Project Phase II,No,"BMP Design
BMP Implementation
Education/Information
",Other NPS Pollution,NOT APPLICABLE (NA),"$118,758 ",Yes,,Will start on 01/01/2020,Will be Completed On 12/31/2021
ME,2018,99182906,ENVIRONMENTAL PROTECTION MAINE DEPARTMENT OF,22,Parker Pond Watershed Protection Project Phase II,No,"BMP Design
BMP Implementation
Education/Information
",Other NPS Pollution,NOT APPLICABLE (NA),"$178,132 ",Yes,,Will start on 01/01/2019,Will be Completed On 12/30/2021
ME,2018,99182906,ENVIRONMENTAL PROTECTION MAINE DEPARTMENT OF,23,Lake Pennesseewassee Watershed Protection Project Phase I,No,"BMP Design
BMP Implementation
Education/Information
",Other NPS Pollution,NOT APPLICABLE (NA),"$77,282 ",Yes,,Will start on 10/01/2020,Will be Completed On 12/31/2022
ME,2018,99182906,ENVIRONMENTAL PROTECTION MAINE DEPARTMENT OF,24,Great Pond Watershed-Based Plan Development Project,No,"GIS/Modeling
Watershed Planning
Water Quality Assessment/Monitoring
",Other NPS Pollution,NOT APPLICABLE (NA),"$18,622 ",No,,Will start on 01/01/2019,Will be Completed On 12/31/2020
ME,2018,99182906,ENVIRONMENTAL PROTECTION MAINE DEPARTMENT OF,25,NPS Staff Time - Implementing WBPs FFY20,Yes,"BMP Design
BMP Implementation
BMP Effectiveness Monitoring
Education/Information
",Agriculture; Other NPS Pollution; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$66,838 ",No,,Will start on 10/01/2018,Will be Completed On 09/30/2020
ME,2018,99182906,ENVIRONMENTAL PROTECTION MAINE DEPARTMENT OF,26,NPS Staff Time - Program Funds FFY20,Yes,"NPS Grants Administration
Technical Assistance/Technology Transfer
NPS Monitoring
Development of WBPs or Acceptable Alternatives
Development of TMDLs
Implementing a Statewide Program (Regulatory or Non-Regulatory)
NPS State Staff Activities
",Other NPS Pollution,NOT APPLICABLE (NA),"$900,366 ",No,,Will start on 10/01/2019,Will be Completed On 09/30/2020
ME,2018,99182906,ENVIRONMENTAL PROTECTION MAINE DEPARTMENT OF,27,"Thatcher Brook Watershed Protection Project, Phase II",No,"BMP Design
BMP Implementation
Education/Information
",Other NPS Pollution,NOT APPLICABLE (NA),"$127,200 ",Yes,,Will start on 02/01/2019,Will be Completed On 12/31/2021
ME,2018,99182906,ENVIRONMENTAL PROTECTION MAINE DEPARTMENT OF,28,"Concord Gully Brook Watershed Restoration Project, Phase II",No,"BMP Design
BMP Implementation
BMP Effectiveness Monitoring
Education/Information
",Other NPS Pollution,NOT APPLICABLE (NA),"$90,677 ",Yes,,Will start on 03/01/2018,Will be Completed On 08/06/2021
ME,2018,99182906,ENVIRONMENTAL PROTECTION MAINE DEPARTMENT OF,29,"Ogunquit River Restoration Project, Phase III",No,"BMP Implementation
Education/Information
Water Quality Assessment/Monitoring
",Other NPS Pollution; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$59,990 ",Yes,,Will start on 04/01/2019,Will be Completed On 12/31/0021
ME,2018,99182906,ENVIRONMENTAL PROTECTION MAINE DEPARTMENT OF,30,"Mousam Lake Watershed Protection Project, Phase 1",No,"BMP Implementation
Education/Information
",Other NPS Pollution,Implementing a TMDL,"$94,981 ",Yes,,Will start on 01/15/2019,Will be Completed On 12/31/2021
ME,2018,99182906,ENVIRONMENTAL PROTECTION MAINE DEPARTMENT OF,31,"Adams Pond and Knickerbocker Lake Watershed Protection Project, Phase III",No,"BMP Implementation
Education/Information
",Other NPS Pollution,NOT APPLICABLE (NA),"$42,940 ",Yes,,Will start on 01/01/0021,Will be Completed On 12/31/0021
ME,2018,99182906,ENVIRONMENTAL PROTECTION MAINE DEPARTMENT OF,32,NPS Staff Time - Implementing WBPs FFY21,No,,,,$0 ,Yes,,Will start on ,Will be Completed On 
ME,2018,99182906,ENVIRONMENTAL PROTECTION MAINE DEPARTMENT OF,33,NPS Staff Time - Program Funds FFY21,No,,,,$0 ,Yes,,Will start on ,Will be Completed On 
MI,2018,96552409,LITTLE TRAVERSE BAY BANDS OF ODAWA INDIANS,1,FY2019: Little Traverse Bay Band of Odawa Indians: Victories Square Green Infrastructure Phase II,No,,Hydromodification; Urban Runoff/Stormwater,,"$100,000 ",No,,Will start on ,Will be Completed On 
MI,2018,96552409,LITTLE TRAVERSE BAY BANDS OF ODAWA INDIANS,2,"Victories Square Stormwater Project: Petoskey, MI",No,,Urban Runoff/Stormwater,,"$100,000 ",No,,Will start on ,Will be Completed On 
MI,2018,97547418,MICHIGAN DEPT OF ENVIRONMENT GREAT LAKES & ENERGY,8,Lower Grand River Education Expanded Network,No,"BMP Implementation
Education/Information
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$149,980 ",Yes,,Will start on 02/01/2019,Will be Completed On 07/30/2022
MI,2018,97547418,MICHIGAN DEPT OF ENVIRONMENT GREAT LAKES & ENERGY,9,Bass River and Deer Creek Restoration,No,"BMP Design
BMP Implementation
Education/Information
",Agriculture; Land Disposal/Storage/Treatment,Implementing a TMDL,"$923,923 ",Yes,,Will start on 01/15/2019,Will be Completed On 12/31/2021
MI,2018,97547418,MICHIGAN DEPT OF ENVIRONMENT GREAT LAKES & ENERGY,1,Kawkawlin River Watershed Septic System Mapping and Outreach,No,"BMP Design/Implementation
",Other NPS Pollution,NOT APPLICABLE (NA),"$159,999 ",No,On Schedule,Did start on 11/01/2018,Will be Completed On 12/31/2021
MI,2018,97547418,MICHIGAN DEPT OF ENVIRONMENT GREAT LAKES & ENERGY,10,Mitigating Agricultural Runoff in the Paw Paw River Watershed,No,"BMP Implementation
Education/Information
",Agriculture,Implementing a TMDL,"$111,000 ",No,,Will start on 09/15/2020,Will be Completed On 09/30/2023
MI,2018,97547418,MICHIGAN DEPT OF ENVIRONMENT GREAT LAKES & ENERGY,2,Ox Creek Low Impact Development - Phase I,No,"BMP Design/Implementation
",Urban Runoff/Stormwater,Implementing a TMDL,"$743,396 ",No,On Schedule,Did start on 09/14/2018,Will be Completed On 09/30/2021
