"state","SLRW_Trend_Estimate","SLR_Trend_Estimate","diff_slrw_slr","sign_switch_slrw_slr","SLRW_Intercept_Estimate","SLR_Intercept_Estimate","SLRW_Trend_Error","SLR_Trend_Error"
"OR",-1.55263916023879,-3.59919737322145,2.046558,FALSE,130.30179942381,256.809923385626,0.450240111699253,14.5826680720687
"PA",-28.4486082501862,-19.916978548608,8.53163,FALSE,1092.26574734752,1152.30579643998,21.6612796418083,38.9172586078367
"RI",-5.70997855097337,-34.1824488090263,28.47247,FALSE,758.115414426764,1050.22774759716,12.534014158483,13.097141548796
"SC",-17.5639080218768,-16.5040752351097,1.059833,FALSE,1360.81842140733,963.655172413793,166.718075490256,23.986906260903
"SD",118.283649645879,64.9274043433299,53.356245,FALSE,889.483973826305,905.517063081697,21.6896975020197,18.3140286972995
"TN",-30.445452016837,-8.20602739726026,22.239425,FALSE,832.307293692993,700.920547945205,11.8194470152703,17.836770183714
"TX",112.652342000931,24.1346542901344,88.517688,FALSE,1385.48785259745,1728.5905628942,139.848234417158,68.4719377395085
"UT",0.784574793656965,-13.8955465587045,14.680121,TRUE,456.578849807541,606.236167341431,29.5625012664412,14.2699713546677
"VA",20.6723174791091,13.7768510258697,6.895466,FALSE,466.51804700179,475.741748438894,5.61159834072689,11.1892794720001
"VT",-11.7472699141383,-8.70055865921787,3.046711,FALSE,360.376971846516,366.621229050279,0.656291830406922,7.57645466729773
"WA",-4.16288094566459,-6.14252344717748,1.979643,FALSE,211.71675097835,258.372500442399,1.49113423946194,9.17242919156867
"WI",-98.3660722418432,-24.5564150943396,73.809657,FALSE,1678.58684650836,1462.49245283019,18.1778347817781,61.7112851255489
"WV",-12.7574455934557,13.5320075046904,26.289453,TRUE,499.184483011078,410.958348968105,19.374893301777,10.7616759634345
"WY",24.8478353187478,14.7722286776667,10.075607,FALSE,271.347846965575,468.906809202882,7.60257492272673,15.576143387096
