"","nutrient_type","variable","value"
"8355","Lake TP","undeveloped",-4.31576644429989
"8356","Lake TP","undeveloped",-7.19079660137909
"8357","Lake TP","undeveloped",-0.838620458000899
"8358","Lake TP","undeveloped",-6.1068793666805
"8359","Lake TP","undeveloped",-9.0953611011839
"8360","Lake TP","undeveloped",-2.50411379049568
"8361","Lake TP","undeveloped",-11.5313202264448
"8362","Lake TP","undeveloped",-2.56648947660891
"8363","Lake TP","undeveloped",-5.65062030857148
"8364","Lake TP","undeveloped",-0.0375418160906387
"8365","Lake TP","undeveloped",-8.66583540698758
"8366","Lake TP","undeveloped",-8.58994747107627
"8367","Lake TP","undeveloped",-13.2647312422993
"8368","Lake TP","undeveloped",-6.1052958920486
"8369","Lake TP","undeveloped",5.27268373786117
"8370","Lake TP","undeveloped",-3.26842358022285
"8371","Lake TP","undeveloped",-1.9869191657806
"8372","Lake TP","undeveloped",-6.63525958981354
"8373","Lake TP","undeveloped",2.32018392500767
"8374","Lake TP","undeveloped",-1.05190841454433
"8375","Lake TP","undeveloped",-9.36484958068542
"8376","Lake TP","undeveloped",-0.955552016358782
"8377","Lake TP","undeveloped",1.32541025361363
"8378","Lake TP","undeveloped",0.60780355587029
"8379","Lake TP","undeveloped",-5.47606592426617
"8380","Lake TP","undeveloped",-5.70707118447761
"8381","Lake TP","undeveloped",0.11411453401263
"8382","Lake TP","undeveloped",-18.2333705908769
"8383","Lake TP","undeveloped",-6.12811510678884
"8384","Lake TP","undeveloped",-4.63094316650987
"8385","Lake TP","undeveloped",-1.2043517734711
"8386","Lake TP","undeveloped",-2.80128945230015
"8387","Lake TP","undeveloped",-7.25924796842253
"8388","Lake TP","undeveloped",-6.13387067911487
"8389","Lake TP","undeveloped",-5.24299399462905
"8390","Lake TP","undeveloped",-3.33753135757418
"8391","Lake TP","undeveloped",0.560869310462982
"8392","Lake TP","undeveloped",1.37752449961536
"8393","Lake TP","undeveloped",0.370290805748861
"8394","Lake TP","undeveloped",-3.76054176118593
"8395","Lake TP","undeveloped",-10.2986898361329
"8396","Lake TP","undeveloped",-9.86883822930145
"8397","Lake TP","undeveloped",0.548396263864034
"8398","Lake TP","undeveloped",-8.38355488443066
"8399","Lake TP","undeveloped",-3.42000378653411
"8400","Lake TP","undeveloped",-7.34851238956982
"8401","Lake TP","undeveloped",-9.15197489024644
"8402","Lake TP","undeveloped",-15.2114350086149
"8403","Lake TP","undeveloped",-6.15911707877829
"8404","Lake TP","undeveloped",-6.03022655320594
"8405","Lake TP","undeveloped",-8.48271539053705
"8406","Lake TP","undeveloped",-2.44382356014965
"8407","Lake TP","undeveloped",-2.61786935705028
"8408","Lake TP","undeveloped",-6.15090752877557
"8409","Lake TP","undeveloped",-2.34563223209345
"8410","Lake TP","undeveloped",-5.62397319318638
"8411","Lake TP","undeveloped",5.61311331211929
"8412","Lake TP","undeveloped",-8.46549254038796
"8413","Lake TP","undeveloped",-6.75893889204393
"8414","Lake TP","undeveloped",0.271159613725581
"8415","Lake TP","undeveloped",2.1419259300766
"8416","Lake TP","undeveloped",-5.48580109708601
"8417","Lake TP","undeveloped",-0.818043692024301
"8418","Lake TP","undeveloped",-5.03408131827132
"8419","Lake TP","undeveloped",-7.19081700265903
"8420","Lake TP","undeveloped",-6.16062018557362
"8421","Lake TP","undeveloped",-5.32505000709136
"8422","Lake TP","undeveloped",0.951383983964723
"8423","Lake TP","undeveloped",-7.74080407277046
"8424","Lake TP","undeveloped",-4.77342770417812
"8425","Lake TP","undeveloped",-4.51306173312533
"8426","Lake TP","undeveloped",-7.56406484454235
"8427","Lake TP","undeveloped",-11.372398599863
"8428","Lake TP","undeveloped",-11.6935924584786
"8429","Lake TP","undeveloped",-4.76099924960998
"8430","Lake TP","undeveloped",-2.9169032561989
"8431","Lake TP","undeveloped",-1.40661050564685
"8432","Lake TP","undeveloped",-3.53393386327549
"8433","Lake TP","undeveloped",-11.7027305865396
"8434","Lake TP","undeveloped",-10.726873744009
"8435","Lake TP","undeveloped",-5.43225760988892
"8436","Lake TP","undeveloped",-5.7099118662923
"8437","Lake TP","undeveloped",-3.58471198528077
"8438","Lake TP","undeveloped",-4.49350458153739
"8439","Lake TP","undeveloped",-3.64577456875554
"8440","Lake TP","undeveloped",-3.19625497930242
"8441","Lake TP","undeveloped",-6.11459804401966
"8442","Lake TP","undeveloped",-4.0185497621265
"8443","Lake TP","undeveloped",-8.28087104504091
"8444","Lake TP","undeveloped",3.58607998812845
"8445","Lake TP","undeveloped",-5.36225273333589
"8446","Lake TP","undeveloped",-9.33194520131028
"8447","Lake TP","undeveloped",-2.13792645488023
"8448","Lake TP","undeveloped",-8.37639367610107
"8449","Lake TP","undeveloped",-4.99312793999808
"8450","Lake TP","undeveloped",-6.97852936958029
"8451","Lake TP","undeveloped",-5.82065610380995
"8452","Lake TP","undeveloped",-5.41510241499054
"8453","Lake TP","undeveloped",-4.16231282846396
"8454","Lake TP","undeveloped",-7.21141214432372
"8455","Lake TP","undeveloped",-4.24008864939135
"8456","Lake TP","undeveloped",-6.22820657870426
"8457","Lake TP","undeveloped",-7.18521533184851
"8458","Lake TP","undeveloped",-7.97326049364561
"8459","Lake TP","undeveloped",-6.1742801497953
"8460","Lake TP","undeveloped",0.150404719000753
"8461","Lake TP","undeveloped",-10.3615916658432
"8462","Lake TP","undeveloped",-3.79942739419181
"8463","Lake TP","undeveloped",-9.92366626497255
"8464","Lake TP","undeveloped",-8.66814953401652
"8465","Lake TP","undeveloped",-8.73800072849675
"8466","Lake TP","undeveloped",-3.09795112385958
"8467","Lake TP","undeveloped",-5.95075442802128
"8468","Lake TP","undeveloped",-8.4769784833251
"8469","Lake TP","undeveloped",-1.1901768960476
"8470","Lake TP","undeveloped",-11.2213004192226
"8471","Lake TP","undeveloped",-2.62157037640313
"8472","Lake TP","undeveloped",-8.05498470947159
"8473","Lake TP","undeveloped",-3.23938740481256
"8474","Lake TP","undeveloped",-13.2849205675701
"8475","Lake TP","undeveloped",-3.23480877244356
"8476","Lake TP","undeveloped",-5.97442674775331
"8477","Lake TP","undeveloped",-16.0822379008625
"8478","Lake TP","undeveloped",0.860455865397669
"8479","Lake TP","undeveloped",-3.64820789092323
"8480","Lake TP","undeveloped",-6.74955476323793
"8481","Lake TP","undeveloped",-8.34950467384228
"8482","Lake TP","undeveloped",-7.08264186623569
"8483","Lake TP","undeveloped",-3.39923494171428
"8484","Lake TP","undeveloped",-2.83129362950948
"8485","Lake TP","undeveloped",-0.937633474357248
"8486","Lake TP","undeveloped",-14.7514424814626
"8487","Lake TP","undeveloped",-1.85740295563104
"8488","Lake TP","undeveloped",1.76717923582121
"8489","Lake TP","undeveloped",0.629979834337348
"8490","Lake TP","undeveloped",-0.344181283615174
"8491","Lake TP","undeveloped",-3.01382723557513
"8492","Lake TP","undeveloped",-15.6323918407117
"8493","Lake TP","undeveloped",-3.24381629468981
"8494","Lake TP","undeveloped",-1.67671880704109
"8495","Lake TP","undeveloped",-14.7002619882466
"8496","Lake TP","undeveloped",-7.62477815535397
"8497","Lake TP","undeveloped",-9.18037125896948
"8498","Lake TP","undeveloped",-3.01096082717426
"8499","Lake TP","undeveloped",-3.26241165187973
"8500","Lake TP","undeveloped",-6.78229360344598
"8501","Lake TP","undeveloped",-4.91167258416462
"8502","Lake TP","undeveloped",-4.09519595039
"8503","Lake TP","undeveloped",-7.08174384256216
"8504","Lake TP","undeveloped",-10.5632080671738
"8505","Lake TP","undeveloped",1.37385490408869
"8506","Lake TP","undeveloped",-2.37785504756628
"8507","Lake TP","undeveloped",-9.91859882753457
"8508","Lake TP","undeveloped",-7.04674304905934
"8509","Lake TP","undeveloped",-0.987493635761052
"8510","Lake TP","undeveloped",7.34130466407512
"8511","Lake TP","undeveloped",1.05925424310464
"8512","Lake TP","undeveloped",-4.33759718085366
"8513","Lake TP","undeveloped",0.383540053157573
"8514","Lake TP","undeveloped",-7.5983508993422
"8515","Lake TP","undeveloped",-1.7238230424089
"8516","Lake TP","undeveloped",0.109632811522511
"8517","Lake TP","undeveloped",-2.49391341862695
"8518","Lake TP","undeveloped",2.21910108831315
"8519","Lake TP","undeveloped",-7.83547651959508
"8520","Lake TP","undeveloped",-6.63349584277852
"8521","Lake TP","undeveloped",-13.7540357356837
"8522","Lake TP","undeveloped",-10.3743956633923
"8523","Lake TP","undeveloped",-6.73579600940482
"8524","Lake TP","undeveloped",-6.52106453480271
"8525","Lake TP","undeveloped",-3.33548633700267
"8526","Lake TP","undeveloped",-9.89460861966692
"8527","Lake TP","undeveloped",-6.83211080505926
"8528","Lake TP","undeveloped",-2.49571590549039
"8529","Lake TP","undeveloped",-5.71725552505843
"8530","Lake TP","undeveloped",-11.9147756418033
"8531","Lake TP","undeveloped",-7.83361187874809
"8532","Lake TP","undeveloped",-1.05723220991981
"8533","Lake TP","undeveloped",-4.5734827386146
"8534","Lake TP","undeveloped",0.00887525913982712
"8535","Lake TP","undeveloped",-10.1395282889636
"8536","Lake TP","undeveloped",-8.35291864440324
"8537","Lake TP","undeveloped",-8.1660126706569
"8538","Lake TP","undeveloped",0.769030370718912
"8539","Lake TP","undeveloped",-12.8577697495501
"8540","Lake TP","undeveloped",-0.581920985227332
"8541","Lake TP","undeveloped",-7.16307399133231
"8542","Lake TP","undeveloped",-3.91691523225682
"8543","Lake TP","undeveloped",-1.06496543735541
"8544","Lake TP","undeveloped",-7.47827809392858
"8545","Lake TP","undeveloped",-10.5915057458231
"8546","Lake TP","undeveloped",-14.0142871809928
"8547","Lake TP","undeveloped",-13.6122769759827
"8548","Lake TP","undeveloped",3.63727827318627
"8549","Lake TP","undeveloped",-9.04811158867782
"8550","Lake TP","undeveloped",0.207777972065701
"8551","Lake TP","undeveloped",-7.59813385368847
"8552","Lake TP","undeveloped",-3.05696810167423
"8553","Lake TP","undeveloped",-8.67080737008336
"8554","Lake TP","undeveloped",-7.53403422657978
"8555","Lake TP","undeveloped",-2.55407253274958
"8556","Lake TP","undeveloped",-6.74376417789582
"8557","Lake TP","undeveloped",0.344883322179909
"8558","Lake TP","undeveloped",-1.39647555564093
"8559","Lake TP","undeveloped",-3.785540434768
"8560","Lake TP","undeveloped",-0.271252264517097
"8561","Lake TP","undeveloped",-3.53006220229196
"8562","Lake TP","undeveloped",4.62706080973595
"8563","Lake TP","undeveloped",0.335301065274389
"8564","Lake TP","undeveloped",-6.93373919021845
"8565","Lake TP","undeveloped",-10.2967904747282
"8566","Lake TP","undeveloped",-7.49574318917515
"8567","Lake TP","undeveloped",-1.77838292403452
"8568","Lake TP","undeveloped",-4.04670737365104
"8569","Lake TP","undeveloped",-3.42191710866492
"8570","Lake TP","undeveloped",-2.56802139309835
"8571","Lake TP","undeveloped",-2.18712264402802
"8572","Lake TP","undeveloped",0.162945979304815
"8573","Lake TP","undeveloped",-1.96867654523533
"8574","Lake TP","undeveloped",-3.9869873827216
"8575","Lake TP","undeveloped",-4.40824509320029
"8576","Lake TP","undeveloped",-6.62913868135064
"8577","Lake TP","undeveloped",-0.257524475868427
"8578","Lake TP","undeveloped",-1.05251252926885
"8579","Lake TP","undeveloped",-2.72816841735431
"8580","Lake TP","undeveloped",-11.3006591730347
"8581","Lake TP","undeveloped",-9.7824991588981
"8582","Lake TP","undeveloped",-1.62406229144369
"8583","Lake TP","undeveloped",-12.2897201354878
"8584","Lake TP","undeveloped",-4.57914892819862
"8585","Lake TP","undeveloped",-16.1091855638647
"8586","Lake TP","undeveloped",-8.45344923738189
"8587","Lake TP","undeveloped",-9.1264831440236
"8588","Lake TP","undeveloped",-5.91906476840624
"8589","Lake TP","undeveloped",6.46112799778482
"8590","Lake TP","undeveloped",-6.2136508588951
"8591","Lake TP","undeveloped",-4.42241589147174
"8592","Lake TP","undeveloped",-3.73617290097576
"8593","Lake TP","undeveloped",-4.19963131767547
"8594","Lake TP","undeveloped",-4.24353495945176
"8595","Lake TP","undeveloped",-6.33507351127847
"8596","Lake TP","undeveloped",-1.48202624094193
"8597","Lake TP","undeveloped",-4.1579326918809
"8598","Lake TP","undeveloped",-7.17436720152321
"8599","Lake TP","undeveloped",-11.4664321354251
"8600","Lake TP","undeveloped",-2.21421037116875
"8601","Lake TP","undeveloped",-7.92265518459659
"8602","Lake TP","undeveloped",-1.98843257686075
"8603","Lake TP","undeveloped",-6.34644091151675
"8604","Lake TP","undeveloped",2.18931984718307
"8605","Lake TP","undeveloped",-4.59231348531982
"8606","Lake TP","undeveloped",-10.4038948179978
"8607","Lake TP","undeveloped",-3.44631918086616
"8608","Lake TP","undeveloped",-2.33916394741152
"8609","Lake TP","undeveloped",0.937848427403589
"8610","Lake TP","undeveloped",-8.41831981162859
"8611","Lake TP","undeveloped",-3.88579905584995
"8612","Lake TP","undeveloped",-12.5943754008972
"8613","Lake TP","undeveloped",-2.14087521979466
"8614","Lake TP","undeveloped",2.26600139991876
"8615","Lake TP","undeveloped",-6.60045441983204
"8616","Lake TP","undeveloped",-5.03653879993533
"8617","Lake TP","undeveloped",-0.874418295431573
"8618","Lake TP","undeveloped",-5.31439380822863
"8619","Lake TP","undeveloped",-10.7093414526912
"8620","Lake TP","undeveloped",-3.04056386473241
"8621","Lake TP","undeveloped",-6.24151589702405
"8622","Lake TP","undeveloped",-9.58214821025854
"8623","Lake TP","undeveloped",-2.94382683330685
"8624","Lake TP","undeveloped",-6.32415757796847
"8625","Lake TP","undeveloped",2.30310667082356
"8626","Lake TP","undeveloped",-14.5455223433941
"8627","Lake TP","undeveloped",-4.20015174622629
"8628","Lake TP","undeveloped",-4.71574052555052
"8629","Lake TP","undeveloped",-2.43965114094563
"8630","Lake TP","undeveloped",-4.74476839303764
"8631","Lake TP","undeveloped",-0.833792940144614
"8632","Lake TP","undeveloped",-10.1786891219606
"8633","Lake TP","undeveloped",-1.57186372593744
"8634","Lake TP","undeveloped",-8.21004492997205
"8635","Lake TP","undeveloped",-2.55833105315365
"8636","Lake TP","undeveloped",-2.12012037881222
"8637","Lake TP","undeveloped",-2.87559780520405
"8638","Lake TP","undeveloped",-3.13620342374119
"8639","Lake TP","undeveloped",-1.95341853972033
"8640","Lake TP","undeveloped",-6.33427764334101
"8641","Lake TP","undeveloped",-10.7227035164013
"8642","Lake TP","undeveloped",-2.55218738267076
"8643","Lake TP","undeveloped",-2.78275787522436
"8644","Lake TP","undeveloped",-3.91350889707794
"8645","Lake TP","undeveloped",-7.50182415446627
"8646","Lake TP","undeveloped",-4.52549333797942
"8647","Lake TP","undeveloped",-7.50444664547936
"8648","Lake TP","undeveloped",-2.18210843581639
"8649","Lake TP","undeveloped",-4.91960390832005
"8650","Lake TP","undeveloped",-4.41497868723573
"8651","Lake TP","undeveloped",-4.3053032626412
"8652","Lake TP","undeveloped",-4.91820910267647
"8653","Lake TP","undeveloped",-4.43270140438064
"8654","Lake TP","undeveloped",-0.422517923106263
"8655","Lake TP","undeveloped",0.152342309917114
"8656","Lake TP","undeveloped",-10.7490716166886
"8657","Lake TP","undeveloped",-10.652009069619
"8658","Lake TP","undeveloped",-6.62103844031661
"8659","Lake TP","undeveloped",0.777294903000913
"8660","Lake TP","undeveloped",-3.42689147338557
"8661","Lake TP","undeveloped",-10.4599738600827
"8662","Lake TP","undeveloped",-3.87408151599189
"8663","Lake TP","undeveloped",-11.2149013006138
"8664","Lake TP","undeveloped",-2.47327721236679
"8665","Lake TP","undeveloped",-1.88724175165643
"8666","Lake TP","undeveloped",-10.8817000496467
"8667","Lake TP","undeveloped",-6.16176881535606
"8668","Lake TP","undeveloped",-13.7116847771999
"8669","Lake TP","undeveloped",-3.9303651806053
"8670","Lake TP","undeveloped",-5.13538596431957
"8671","Lake TP","undeveloped",-16.1334211738926
"8672","Lake TP","undeveloped",-9.25359031121388
"8673","Lake TP","undeveloped",-2.0803902797135
"8674","Lake TP","undeveloped",-9.58115859100514
"8675","Lake TP","undeveloped",-0.649230785298147
"8676","Lake TP","undeveloped",-5.43432706419573
"8677","Lake TP","undeveloped",5.03920226075627
"8678","Lake TP","undeveloped",-3.97649862727654
"8679","Lake TP","undeveloped",-0.405806881203246
"8680","Lake TP","undeveloped",-2.39704615086613
"8681","Lake TP","undeveloped",-3.49185849843733
"8682","Lake TP","undeveloped",-12.3450821416659
"8683","Lake TP","undeveloped",-8.84142152196843
"8684","Lake TP","undeveloped",-4.11632666313386
"8685","Lake TP","undeveloped",-2.05487952246331
"8686","Lake TP","undeveloped",-9.75381841545196
"8687","Lake TP","undeveloped",-12.333164727135
"8688","Lake TP","undeveloped",-1.64328579227985
"8689","Lake TP","undeveloped",-2.67538562768341
"8690","Lake TP","undeveloped",-6.28632251290408
"8691","Lake TP","undeveloped",-3.75526318465707
"8692","Lake TP","undeveloped",-6.98050041849352
"8693","Lake TP","undeveloped",-2.80177651189539
"8694","Lake TP","undeveloped",-4.26176609064937
"8695","Lake TP","undeveloped",-7.48150198156501
"8696","Lake TP","undeveloped",-10.2028395407643
"8697","Lake TP","undeveloped",-6.75433436227308
"8698","Lake TP","undeveloped",1.1578055434341
"8699","Lake TP","undeveloped",-6.15222626811805
"8700","Lake TP","undeveloped",-4.3455929648072
"8701","Lake TP","undeveloped",-9.16022379680132
"8702","Lake TP","undeveloped",-3.02584848736843
"8703","Lake TP","undeveloped",-9.06832959150902
"8704","Lake TP","undeveloped",-6.73875382209497
"8705","Lake TP","undeveloped",-13.920590861194
"8706","Lake TP","undeveloped",-0.714627717895429
"8707","Lake TP","undeveloped",-5.88661001081864
"8708","Lake TP","undeveloped",-10.1972117380126
"8709","Lake TP","undeveloped",-1.00159108794678
"8710","Lake TP","undeveloped",-7.10080846804552
"8711","Lake TP","undeveloped",-2.95167982320244
"8712","Lake TP","undeveloped",-0.0529499997097744
"8713","Lake TP","undeveloped",-3.40685410309037
"8714","Lake TP","undeveloped",4.3877872156496
"8715","Lake TP","undeveloped",-4.53182150122913
"8716","Lake TP","undeveloped",-6.9431319699276
"8717","Lake TP","undeveloped",-6.68570439318662
"8718","Lake TP","undeveloped",-12.1987202213671
"8719","Lake TP","undeveloped",-8.99451051718268
"8720","Lake TP","undeveloped",-4.958613861884
"8721","Lake TP","undeveloped",-6.25654549858738
"8722","Lake TP","undeveloped",-6.64757362432897
"8723","Lake TP","undeveloped",3.29788717526653
"8724","Lake TP","undeveloped",-7.67176086021343
"8725","Lake TP","undeveloped",-10.9413673256279
"8726","Lake TP","undeveloped",-15.0982395364997
"8727","Lake TP","undeveloped",-9.49443905974506
"8728","Lake TP","undeveloped",5.31891205373582
"8729","Lake TP","undeveloped",-1.72823293274324
"8730","Lake TP","undeveloped",-5.69120494232162
"8731","Lake TP","undeveloped",-2.73695968032487
"8732","Lake TP","undeveloped",-6.842911290224
"8733","Lake TP","undeveloped",-12.9320048587026
"8734","Lake TP","undeveloped",-8.58852406302046
"8735","Lake TP","undeveloped",-7.01742214923656
"8736","Lake TP","undeveloped",-3.6430945286718
"8737","Lake TP","undeveloped",0.13847719850315
"8738","Lake TP","undeveloped",-14.4871767610486
"8739","Lake TP","undeveloped",-6.53145163229918
"8740","Lake TP","undeveloped",0.00897714998253035
"8741","Lake TP","undeveloped",-3.70540774111307
"8742","Lake TP","undeveloped",-7.48132673115203
"8743","Lake TP","undeveloped",-7.8960799791615
"8744","Lake TP","undeveloped",-8.69289866458404
"8745","Lake TP","undeveloped",-5.32006906422708
"8746","Lake TP","undeveloped",2.52342037235402
"8747","Lake TP","undeveloped",-14.4113342451858
"8748","Lake TP","undeveloped",-11.3999464237086
"8749","Lake TP","undeveloped",-11.1098392913508
"8750","Lake TP","undeveloped",-4.12634611473631
"8751","Lake TP","undeveloped",6.15279263518413
"8752","Lake TP","undeveloped",-11.4965958336789
"8753","Lake TP","undeveloped",-8.21908532593093
"8754","Lake TP","undeveloped",-5.0500333378657
"8755","Lake TP","undeveloped",-1.772996449188
"8756","Lake TP","undeveloped",-13.7533367162561
"8757","Lake TP","undeveloped",-6.58811303767315
"8758","Lake TP","undeveloped",-10.1827934527509
"8759","Lake TP","undeveloped",-6.01944335832497
"8760","Lake TP","undeveloped",-1.70160615564566
"8761","Lake TP","undeveloped",0.712519321437268
"8762","Lake TP","undeveloped",-4.96467885280646
"8763","Lake TP","undeveloped",4.80161604552374
"8764","Lake TP","undeveloped",4.25528171264121
"8765","Lake TP","undeveloped",-6.27683222034683
"8766","Lake TP","undeveloped",-7.08645423443695
"8767","Lake TP","undeveloped",3.52142007859543
"8768","Lake TP","undeveloped",-4.39959390166219
"8769","Lake TP","undeveloped",-3.81426106190999
"8770","Lake TP","undeveloped",-3.64393716594309
"8771","Lake TP","undeveloped",-14.6439631922564
"8772","Lake TP","undeveloped",3.33662797605497
"8773","Lake TP","undeveloped",-8.1514640122649
"8774","Lake TP","undeveloped",-2.53695023576759
"8775","Lake TP","undeveloped",-18.3773260992117
"8776","Lake TP","undeveloped",-5.66932302160042
"8777","Lake TP","undeveloped",-4.45606199998027
"8778","Lake TP","undeveloped",-8.81580160509507
"8779","Lake TP","undeveloped",-3.84940575427914
"8780","Lake TP","undeveloped",-2.51898917907704
"8781","Lake TP","undeveloped",-5.03830604289698
"8782","Lake TP","undeveloped",-3.35294502057795
"8783","Lake TP","undeveloped",-11.1610687175373
"8784","Lake TP","undeveloped",-9.68818237548973
"8785","Lake TP","undeveloped",-8.0846577907867
"8786","Lake TP","undeveloped",-8.77577293742407
"8787","Lake TP","undeveloped",-4.98216870077315
"8788","Lake TP","undeveloped",-8.20821815915779
"8789","Lake TP","undeveloped",-6.41155256193349
"8790","Lake TP","undeveloped",-2.99374261427794
"8791","Lake TP","undeveloped",-7.76256063807028
"8792","Lake TP","undeveloped",-10.3964185264271
"8793","Lake TP","undeveloped",-2.06235325877523
"8794","Lake TP","undeveloped",-8.10315287643982
"8795","Lake TP","undeveloped",-1.38636491175739
"8796","Lake TP","undeveloped",-3.74387776524631
"8797","Lake TP","undeveloped",-8.51672223167215
"8798","Lake TP","undeveloped",-8.62270159436782
"8799","Lake TP","undeveloped",0.55926074274685
"8800","Lake TP","undeveloped",-6.62942551302323
"8801","Lake TP","undeveloped",-2.43213033087545
"8802","Lake TP","undeveloped",-4.87400960434767
"8803","Lake TP","undeveloped",-9.83466998968271
"8804","Lake TP","undeveloped",-10.2356029241663
"8805","Lake TP","undeveloped",-3.14601759913543
"8806","Lake TP","undeveloped",-7.46407618521769
"8807","Lake TP","undeveloped",-4.84894212994045
"8808","Lake TP","undeveloped",-3.60268743966245
"8809","Lake TP","undeveloped",-14.080245134139
"8810","Lake TP","undeveloped",-8.01557944530482
"8811","Lake TP","undeveloped",-4.21379659467301
"8812","Lake TP","undeveloped",-3.90107701625425
"8813","Lake TP","undeveloped",-6.79282038299041
"8814","Lake TP","undeveloped",-2.99556522127067
"8815","Lake TP","undeveloped",-0.754202774786521
"8816","Lake TP","undeveloped",-5.38263140338192
"8817","Lake TP","undeveloped",-9.84923945576491
"8818","Lake TP","undeveloped",-5.80559600777788
"8819","Lake TP","undeveloped",-9.13598150412663
"8820","Lake TP","undeveloped",0.133954112012211
"8821","Lake TP","undeveloped",-3.25967258300384
"8822","Lake TP","undeveloped",-6.76588535731283
"8823","Lake TP","undeveloped",1.32487263698597
"8824","Lake TP","undeveloped",3.18536737099442
"8825","Lake TP","undeveloped",-6.05111201843726
"8826","Lake TP","undeveloped",-5.4666425524633
"8827","Lake TP","undeveloped",-10.360161741411
"8828","Lake TP","undeveloped",-9.7228812999555
"8829","Lake TP","undeveloped",3.75459245286375
"8830","Lake TP","undeveloped",-14.3235279446724
"8831","Lake TP","undeveloped",-1.04101044647724
"8832","Lake TP","undeveloped",-7.79402083867064
"8833","Lake TP","undeveloped",-4.1152874658649
"8834","Lake TP","undeveloped",-6.52564675092734
"8835","Lake TP","undeveloped",-6.40628815239768
"8836","Lake TP","undeveloped",1.66719245884077
"8837","Lake TP","undeveloped",-1.71849746604933
"8838","Lake TP","undeveloped",-10.1292035943502
"8839","Lake TP","undeveloped",-8.12320516798718
"8840","Lake TP","undeveloped",-5.48877904088621
"8841","Lake TP","undeveloped",-11.9178235024331
"8842","Lake TP","undeveloped",-2.99220750737362
"8843","Lake TP","undeveloped",-2.97786705752971
"8844","Lake TP","undeveloped",2.52299868333894
"8845","Lake TP","undeveloped",-6.00884696790343
"8846","Lake TP","undeveloped",2.33453755637548
"8847","Lake TP","undeveloped",-10.5623389852814
"8848","Lake TP","undeveloped",-1.62491575801979
"8849","Lake TP","undeveloped",-6.08883974255931
"8850","Lake TP","undeveloped",0.825679786196419
"8851","Lake TP","undeveloped",-6.76713408453567
"8852","Lake TP","undeveloped",1.24671809875022
"8853","Lake TP","undeveloped",-5.94058055373779
"8854","Lake TP","undeveloped",-3.87425158182489
"8855","Lake TP","undeveloped",-4.59030829517019
"8856","Lake TP","undeveloped",-12.5002822038134
"8857","Lake TP","undeveloped",-6.69039657460174
"8858","Lake TP","undeveloped",-3.43577799985733
"8859","Lake TP","undeveloped",-6.4106363260965
"8860","Lake TP","undeveloped",-3.54134095039447
"8861","Lake TP","undeveloped",-3.1502528247767
"8862","Lake TP","undeveloped",-9.36569282088993
"8863","Lake TP","undeveloped",-10.3674827796554
"8864","Lake TP","undeveloped",-3.20052848824376
"8865","Lake TP","undeveloped",0.161505228412413
"8866","Lake TP","undeveloped",-14.8740969843916
"8867","Lake TP","undeveloped",-11.6972248077555
"8868","Lake TP","undeveloped",-2.26231140108333
"8869","Lake TP","undeveloped",-13.2538208459596
"8870","Lake TP","undeveloped",-8.37200238937261
"8871","Lake TP","undeveloped",1.52423938701478
"8872","Lake TP","undeveloped",-14.1194367855505
"8873","Lake TP","undeveloped",-4.56953518815182
"8874","Lake TP","undeveloped",-12.0613748192323
"8875","Lake TP","undeveloped",-2.56175958600894
"8876","Lake TP","undeveloped",-9.63868198767408
"8877","Lake TP","undeveloped",-5.51216058327921
"8878","Lake TP","undeveloped",-8.79202351487809
"8879","Lake TP","undeveloped",-5.04368696033834
"8880","Lake TP","undeveloped",-7.59057628217562
"8881","Lake TP","undeveloped",-3.9669007828301
"8882","Lake TP","undeveloped",3.98012901480485
"8883","Lake TP","undeveloped",-10.5195966745636
"8884","Lake TP","undeveloped",-17.9747387215422
"8885","Lake TP","undeveloped",-4.18060306132462
"8886","Lake TP","undeveloped",-7.13065190171095
"8887","Lake TP","undeveloped",-4.8172793502373
"8888","Lake TP","undeveloped",-16.5975704995821
"8889","Lake TP","undeveloped",-5.20073690993993
"8890","Lake TP","undeveloped",-1.18255217738124
"8891","Lake TP","undeveloped",-6.27444803823846
"8892","Lake TP","undeveloped",-2.76270831258273
"8893","Lake TP","undeveloped",-0.93109407103297
"8894","Lake TP","undeveloped",-2.68205799321168
"8895","Lake TP","undeveloped",-2.16595369581391
"8896","Lake TP","undeveloped",4.94442457172576
"8897","Lake TP","undeveloped",-13.1958952049881
"8898","Lake TP","undeveloped",-2.55067634304829
"8899","Lake TP","undeveloped",-7.41138315635047
"8900","Lake TP","undeveloped",-0.558539968345941
"8901","Lake TP","undeveloped",-0.464144470509847
"8902","Lake TP","undeveloped",-0.00194922644999407
"8903","Lake TP","undeveloped",-8.53174726397516
"8904","Lake TP","undeveloped",-4.05152161719304
"8905","Lake TP","undeveloped",-3.59520978515173
"8906","Lake TP","undeveloped",-6.18777461333022
"8907","Lake TP","undeveloped",3.76938189670906
"8908","Lake TP","undeveloped",-11.0024188988186
"8909","Lake TP","undeveloped",-16.2349680157312
"8910","Lake TP","undeveloped",-6.0095003298569
"8911","Lake TP","undeveloped",-3.02992111803347
"8912","Lake TP","undeveloped",-0.515476462883514
"8913","Lake TP","undeveloped",-4.35888904693189
"8914","Lake TP","undeveloped",-12.3547910418708
"8915","Lake TP","undeveloped",-3.74513433794951
"8916","Lake TP","undeveloped",-8.72794946516638
