"","policy","nutrient_type","variable","value"
"17140","tmdl","Stream Ammonium","new_coef",-11.3650884000455
"17141","319","Stream Ammonium","new_coef",3.95187587065334
"17142","criteria","Stream Ammonium","new_coef",-6.18066703895058
"17143","tmdl","Stream Ammonium","new_coef",-1.44605667895824
"17144","319","Stream Ammonium","new_coef",-7.26337887562245
"17145","criteria","Stream Ammonium","new_coef",0.210714388382965
"17146","tmdl","Stream Ammonium","new_coef",-1.84148399855176
"17147","319","Stream Ammonium","new_coef",2.29398137728804
"17148","criteria","Stream Ammonium","new_coef",0.779352366819235
"17149","tmdl","Stream Ammonium","new_coef",-0.621464854001871
"17150","319","Stream Ammonium","new_coef",-3.19314358161072
"17151","criteria","Stream Ammonium","new_coef",-0.23646502722973
"17152","tmdl","Stream Ammonium","new_coef",-7.02985086781306
"17153","319","Stream Ammonium","new_coef",-13.724890982146
"17154","criteria","Stream Ammonium","new_coef",8.20223572781352
"17155","tmdl","Stream Ammonium","new_coef",-2.10127688390841
"17156","319","Stream Ammonium","new_coef",-0.0616016581459164
"17157","criteria","Stream Ammonium","new_coef",3.18465704914421
"17158","tmdl","Stream Ammonium","new_coef",4.79290478069679
"17159","319","Stream Ammonium","new_coef",0.64480564323799
"17160","criteria","Stream Ammonium","new_coef",1.08634947031675
"17161","tmdl","Stream Ammonium","new_coef",1.94994827602938
"17162","319","Stream Ammonium","new_coef",-1.13345397638961
"17163","criteria","Stream Ammonium","new_coef",-5.98270117104101
"17164","tmdl","Stream Ammonium","new_coef",-3.87464692022633
"17165","319","Stream Ammonium","new_coef",-1.93312834875232
"17166","criteria","Stream Ammonium","new_coef",3.07945884950586
"17167","tmdl","Stream Ammonium","new_coef",0.243085746997114
"17168","319","Stream Ammonium","new_coef",6.77706176564918
"17169","criteria","Stream Ammonium","new_coef",-1.03719829286335
"17170","tmdl","Stream Ammonium","new_coef",2.57261683988943
"17171","319","Stream Ammonium","new_coef",8.25479951307535
"17172","criteria","Stream Ammonium","new_coef",1.92711995799427
"17173","tmdl","Stream Ammonium","new_coef",-1.12817666522402
"17174","319","Stream Ammonium","new_coef",1.09704638712834
"17175","criteria","Stream Ammonium","new_coef",-2.84026333863173
"17176","tmdl","Stream Ammonium","new_coef",-10.4926677759204
"17177","319","Stream Ammonium","new_coef",-4.68537966402494
"17178","criteria","Stream Ammonium","new_coef",1.04402425526053
"17179","tmdl","Stream Ammonium","new_coef",-1.50724699539811
"17180","319","Stream Ammonium","new_coef",-0.549979455120517
"17181","criteria","Stream Ammonium","new_coef",3.71653103847029
"17182","tmdl","Stream Ammonium","new_coef",-2.11911314829857
"17183","319","Stream Ammonium","new_coef",-2.34736149718887
"17184","criteria","Stream Ammonium","new_coef",5.92150580568989
"17185","tmdl","Stream Ammonium","new_coef",-2.01595865819754
"17186","319","Stream Ammonium","new_coef",2.39253717134397
"17187","criteria","Stream Ammonium","new_coef",1.02782295983288
"17188","tmdl","Stream Ammonium","new_coef",4.29700264564188
"17189","319","Stream Ammonium","new_coef",-4.98690170437964
"17190","criteria","Stream Ammonium","new_coef",-13.3054274506536
"17191","tmdl","Stream Ammonium","new_coef",-1.43768751246585
"17192","319","Stream Ammonium","new_coef",-6.96339456474518
"17193","criteria","Stream Ammonium","new_coef",-4.82813859001574
"17194","tmdl","Stream Ammonium","new_coef",3.58696615669792
"17195","319","Stream Ammonium","new_coef",-2.6034206563308
"17196","criteria","Stream Ammonium","new_coef",2.4480691270424
"17197","tmdl","Stream Ammonium","new_coef",-2.36949239609558
"17198","319","Stream Ammonium","new_coef",-3.39730270208966
"17199","criteria","Stream Ammonium","new_coef",0.16496773563271
"17200","tmdl","Stream Ammonium","new_coef",3.28142650929735
"17201","319","Stream Ammonium","new_coef",-0.247760285724682
"17202","criteria","Stream Ammonium","new_coef",-0.337866659543447
"17203","tmdl","Stream Ammonium","new_coef",0.818582291978724
"17204","319","Stream Ammonium","new_coef",1.19817012881911
"17205","criteria","Stream Ammonium","new_coef",3.21820035397074
"17206","tmdl","Stream Ammonium","new_coef",1.07857294817995
"17207","319","Stream Ammonium","new_coef",0.326333559048885
"17208","criteria","Stream Ammonium","new_coef",2.60521238302639
"17209","tmdl","Stream Ammonium","new_coef",-2.85107050561901
"17210","319","Stream Ammonium","new_coef",-2.18524236514517
"17211","criteria","Stream Ammonium","new_coef",5.09063445337237
"17212","tmdl","Stream Ammonium","new_coef",2.12150757780282
"17213","319","Stream Ammonium","new_coef",3.16354789652442
"17214","criteria","Stream Ammonium","new_coef",3.46114591282769
"17215","tmdl","Stream Ammonium","new_coef",-1.01264402305267
"17216","319","Stream Ammonium","new_coef",-5.65703735864003
"17217","criteria","Stream Ammonium","new_coef",-0.394276295443865
"17218","tmdl","Stream Ammonium","new_coef",-5.92128030912037
"17219","319","Stream Ammonium","new_coef",-9.50625938171108
"17220","criteria","Stream Ammonium","new_coef",6.17890499741998
"17221","tmdl","Stream Ammonium","new_coef",-5.49382549788459
"17222","319","Stream Ammonium","new_coef",-1.82935442828388
"17223","criteria","Stream Ammonium","new_coef",3.33507218861958
"17224","tmdl","Stream Ammonium","new_coef",-8.42420337712922
"17225","319","Stream Ammonium","new_coef",-2.00348886196137
"17226","criteria","Stream Ammonium","new_coef",3.20937893264098
"17227","tmdl","Stream Ammonium","new_coef",0.515398227559936
"17228","319","Stream Ammonium","new_coef",1.39113015764752
"17229","criteria","Stream Ammonium","new_coef",-4.73252824536524
"17230","tmdl","Stream Ammonium","new_coef",5.46491231128488
"17231","319","Stream Ammonium","new_coef",2.84164809027217
"17232","criteria","Stream Ammonium","new_coef",-1.43888308025782
"17233","tmdl","Stream Ammonium","new_coef",0.195030087053548
"17234","319","Stream Ammonium","new_coef",-0.715994103071867
"17235","criteria","Stream Ammonium","new_coef",4.30221464536586
"17236","tmdl","Stream Ammonium","new_coef",-1.16351006751842
"17237","319","Stream Ammonium","new_coef",3.598511442093
"17238","criteria","Stream Ammonium","new_coef",0.270588004504728
"17239","tmdl","Stream Ammonium","new_coef",-0.10052059546774
"17240","319","Stream Ammonium","new_coef",11.5150488420238
"17241","criteria","Stream Ammonium","new_coef",1.25492359567586
"17242","tmdl","Stream Ammonium","new_coef",1.67509050003781
"17243","319","Stream Ammonium","new_coef",2.46365241437836
"17244","criteria","Stream Ammonium","new_coef",-0.537707667080772
"17245","tmdl","Stream Ammonium","new_coef",0.913736199358711
"17246","319","Stream Ammonium","new_coef",-1.86086373889932
"17247","criteria","Stream Ammonium","new_coef",3.62184251439471
"17248","tmdl","Stream Ammonium","new_coef",2.46993877835503
"17249","319","Stream Ammonium","new_coef",-3.45536238144248
"17250","criteria","Stream Ammonium","new_coef",-1.52719586925192
"17251","tmdl","Stream Ammonium","new_coef",5.1413710225889
"17252","319","Stream Ammonium","new_coef",-0.669231304900447
"17253","criteria","Stream Ammonium","new_coef",1.14545965037907
"17254","tmdl","Stream Ammonium","new_coef",3.2397231010809
"17255","319","Stream Ammonium","new_coef",-2.32551114122096
"17256","criteria","Stream Ammonium","new_coef",5.64125313083947
"17257","tmdl","Stream Ammonium","new_coef",-2.82776382753075
"17258","319","Stream Ammonium","new_coef",-7.23892349447672
"17259","criteria","Stream Ammonium","new_coef",0.598074786919834
"17260","tmdl","Stream Ammonium","new_coef",-2.94726627096994
"17261","319","Stream Ammonium","new_coef",3.26629415247943
"17262","criteria","Stream Ammonium","new_coef",-1.60675134424888
"17263","tmdl","Stream Ammonium","new_coef",-1.79502904594101
"17264","319","Stream Ammonium","new_coef",-0.936856201173887
"17265","criteria","Stream Ammonium","new_coef",-3.83164830176931
"17266","tmdl","Stream Ammonium","new_coef",5.39269518993347
"17267","319","Stream Ammonium","new_coef",-0.981623960009532
"17268","criteria","Stream Ammonium","new_coef",7.49073869457864
"17269","tmdl","Stream Ammonium","new_coef",-1.06661932381175
"17270","319","Stream Ammonium","new_coef",-7.53526358204063
"17271","criteria","Stream Ammonium","new_coef",-4.16617899860334
"17272","tmdl","Stream Ammonium","new_coef",-0.579374693203269
"17273","319","Stream Ammonium","new_coef",0.488481417858589
"17274","criteria","Stream Ammonium","new_coef",16.7582890890625
"17275","tmdl","Stream Ammonium","new_coef",1.11902702937779
"17276","319","Stream Ammonium","new_coef",-0.0676362640536636
"17277","criteria","Stream Ammonium","new_coef",-0.726290910624042
"17278","tmdl","Stream Ammonium","new_coef",7.64266511701261
"17279","319","Stream Ammonium","new_coef",-3.71981747264991
"17280","criteria","Stream Ammonium","new_coef",-3.11600334062972
"17281","tmdl","Stream Ammonium","new_coef",-1.0659412478718
"17282","319","Stream Ammonium","new_coef",-13.2954223297452
"17283","criteria","Stream Ammonium","new_coef",-1.47329780466518
"17284","tmdl","Stream Ammonium","new_coef",-3.84538603530889
"17285","319","Stream Ammonium","new_coef",-2.1218988492111
"17286","criteria","Stream Ammonium","new_coef",-4.18392204054434
"17287","tmdl","Stream Ammonium","new_coef",-0.200667676937595
"17288","319","Stream Ammonium","new_coef",1.10917490925773
"17289","criteria","Stream Ammonium","new_coef",-3.8720328596031
"17290","tmdl","Stream Ammonium","new_coef",-0.89282027971678
"17291","319","Stream Ammonium","new_coef",-11.0370279169313
"17292","criteria","Stream Ammonium","new_coef",4.32476220320386
"17293","tmdl","Stream Ammonium","new_coef",-2.61494537764516
"17294","319","Stream Ammonium","new_coef",4.15227893591366
"17295","criteria","Stream Ammonium","new_coef",1.51167814045055
"17296","tmdl","Stream Ammonium","new_coef",5.96984242947222
"17297","319","Stream Ammonium","new_coef",-0.782969924321328
"17298","criteria","Stream Ammonium","new_coef",0.972973084030308
"17299","tmdl","Stream Ammonium","new_coef",0.0405886670795139
"17300","319","Stream Ammonium","new_coef",0.786023672496741
"17301","criteria","Stream Ammonium","new_coef",-11.1909229361963
"17302","tmdl","Stream Ammonium","new_coef",-2.18421281335342
"17303","319","Stream Ammonium","new_coef",-2.77179691713489
"17304","criteria","Stream Ammonium","new_coef",7.34874621522044
"17305","tmdl","Stream Ammonium","new_coef",1.72801877766648
"17306","319","Stream Ammonium","new_coef",-0.704752872900916
"17307","criteria","Stream Ammonium","new_coef",0.194091137829171
"17308","tmdl","Stream Ammonium","new_coef",-1.7207573031004
"17309","319","Stream Ammonium","new_coef",4.16543807018258
"17310","criteria","Stream Ammonium","new_coef",-4.91405528025531
"17311","tmdl","Stream Ammonium","new_coef",0.0137459954824621
"17312","319","Stream Ammonium","new_coef",3.53354856454275
"17313","criteria","Stream Ammonium","new_coef",-4.46352287482649
"17314","tmdl","Stream Ammonium","new_coef",1.41964910551712
"17315","319","Stream Ammonium","new_coef",-4.16282740013087
"17316","criteria","Stream Ammonium","new_coef",1.15013441956808
"17317","tmdl","Stream Ammonium","new_coef",-0.153245797210123
"17318","319","Stream Ammonium","new_coef",-4.43801272983186
"17319","criteria","Stream Ammonium","new_coef",-1.22201871370116
"17320","tmdl","Stream Ammonium","new_coef",8.24954649047922
"17321","319","Stream Ammonium","new_coef",-2.99413951421343
"17322","criteria","Stream Ammonium","new_coef",0.289155793035251
"17323","tmdl","Stream Ammonium","new_coef",-7.06354557494646
"17324","319","Stream Ammonium","new_coef",-3.73571322941392
"17325","criteria","Stream Ammonium","new_coef",-1.73275512566126
"17326","tmdl","Stream Ammonium","new_coef",-2.00790899736501
"17327","319","Stream Ammonium","new_coef",-3.72345646996243
"17328","criteria","Stream Ammonium","new_coef",1.26716522802067
"17329","tmdl","Stream Ammonium","new_coef",-1.7859643859496
"17330","319","Stream Ammonium","new_coef",-2.99814445665492
"17331","criteria","Stream Ammonium","new_coef",-7.90249139915314
"17332","tmdl","Stream Ammonium","new_coef",2.91891620382763
"17333","319","Stream Ammonium","new_coef",-1.78908328881644
"17334","criteria","Stream Ammonium","new_coef",-1.48287073580197
"17335","tmdl","Stream Ammonium","new_coef",-4.40203223533396
"17336","319","Stream Ammonium","new_coef",-1.16311462050753
"17337","criteria","Stream Ammonium","new_coef",3.81805220499034
"17338","tmdl","Stream Ammonium","new_coef",-2.19264950816389
"17339","319","Stream Ammonium","new_coef",-2.73603726855517
"17340","criteria","Stream Ammonium","new_coef",0.776771481571173
"17341","tmdl","Stream Ammonium","new_coef",3.75376816879007
"17342","319","Stream Ammonium","new_coef",4.07025412007753
"17343","criteria","Stream Ammonium","new_coef",2.21338480863156
"17344","tmdl","Stream Ammonium","new_coef",3.8913787330603
"17345","319","Stream Ammonium","new_coef",8.44070599159452
"17346","criteria","Stream Ammonium","new_coef",-11.3962359713194
"17347","tmdl","Stream Ammonium","new_coef",-1.22686713061267
"17348","319","Stream Ammonium","new_coef",-0.475516558415379
"17349","criteria","Stream Ammonium","new_coef",-0.706791120000306
"17350","tmdl","Stream Ammonium","new_coef",-0.436076583265706
"17351","319","Stream Ammonium","new_coef",-6.6838784176883
"17352","criteria","Stream Ammonium","new_coef",2.22435500128236
"17353","tmdl","Stream Ammonium","new_coef",3.25478084925984
"17354","319","Stream Ammonium","new_coef",0.756309047044529
"17355","criteria","Stream Ammonium","new_coef",-1.18061570385549
"17356","tmdl","Stream Ammonium","new_coef",-1.2959190697693
"17357","319","Stream Ammonium","new_coef",1.65035078375453
"17358","criteria","Stream Ammonium","new_coef",-0.493713901174691
"17359","tmdl","Stream Ammonium","new_coef",4.23732116167741
"17360","319","Stream Ammonium","new_coef",6.43545148379586
"17361","criteria","Stream Ammonium","new_coef",2.18942192793698
"17362","tmdl","Stream Ammonium","new_coef",2.75882320832674
"17363","319","Stream Ammonium","new_coef",-4.289661318052
"17364","criteria","Stream Ammonium","new_coef",1.50222982591465
"17365","tmdl","Stream Ammonium","new_coef",0.971840972412166
"17366","319","Stream Ammonium","new_coef",0.483510690215597
"17367","criteria","Stream Ammonium","new_coef",-0.175184909979598
"17368","tmdl","Stream Ammonium","new_coef",8.94951771465257
"17369","319","Stream Ammonium","new_coef",-11.4767633023823
"17370","criteria","Stream Ammonium","new_coef",-8.60526277222758
"17371","tmdl","Stream Ammonium","new_coef",6.5108331766462
"17372","319","Stream Ammonium","new_coef",-1.75786842792394
"17373","criteria","Stream Ammonium","new_coef",1.52937837583531
"17374","tmdl","Stream Ammonium","new_coef",16.3736605683434
"17375","319","Stream Ammonium","new_coef",6.07635318247179
"17376","criteria","Stream Ammonium","new_coef",-1.09020712139507
"17377","tmdl","Stream Ammonium","new_coef",-1.12653371335904
"17378","319","Stream Ammonium","new_coef",1.59009443251285
"17379","criteria","Stream Ammonium","new_coef",-0.435898375906139
"17380","tmdl","Stream Ammonium","new_coef",9.43881050623075
"17381","319","Stream Ammonium","new_coef",0.00227436760322874
"17382","criteria","Stream Ammonium","new_coef",-2.58233782028209
"17383","tmdl","Stream Ammonium","new_coef",-2.1741343787244
"17384","319","Stream Ammonium","new_coef",5.28652523310267
"17385","criteria","Stream Ammonium","new_coef",-2.12554288868247
"17386","tmdl","Stream Ammonium","new_coef",-2.66903269500181
"17387","319","Stream Ammonium","new_coef",-3.92887977089122
"17388","criteria","Stream Ammonium","new_coef",-6.54484015700704
"17389","tmdl","Stream Ammonium","new_coef",-1.53899729422519
"17390","319","Stream Ammonium","new_coef",3.98186732620595
"17391","criteria","Stream Ammonium","new_coef",1.89873086267624
"17392","tmdl","Stream Ammonium","new_coef",-0.206657284617032
"17393","319","Stream Ammonium","new_coef",2.28338300515936
"17394","criteria","Stream Ammonium","new_coef",7.79141012660759
"17395","tmdl","Stream Ammonium","new_coef",2.1957510570822
"17396","319","Stream Ammonium","new_coef",-3.98963452391703
"17397","criteria","Stream Ammonium","new_coef",-0.0160233017444801
"17398","tmdl","Stream Ammonium","new_coef",3.19399259123047
"17399","319","Stream Ammonium","new_coef",0.225107004058897
"17400","criteria","Stream Ammonium","new_coef",5.31100764589672
"17401","tmdl","Stream Ammonium","new_coef",-4.06952397249102
"17402","319","Stream Ammonium","new_coef",-3.47059416095722
"17403","criteria","Stream Ammonium","new_coef",1.03090817322691
"17404","tmdl","Stream Ammonium","new_coef",-4.6038803310386
"17405","319","Stream Ammonium","new_coef",-4.023992626271
"17406","criteria","Stream Ammonium","new_coef",-3.39302389182711
"17407","tmdl","Stream Ammonium","new_coef",-3.36685085801144
"17408","319","Stream Ammonium","new_coef",-4.7514932241433
"17409","criteria","Stream Ammonium","new_coef",-8.6785688407054
"17410","tmdl","Stream Ammonium","new_coef",3.2179190735933
"17411","319","Stream Ammonium","new_coef",2.79960583817665
"17412","criteria","Stream Ammonium","new_coef",4.84789920626316
"17413","tmdl","Stream Ammonium","new_coef",-3.03613477392398
"17414","319","Stream Ammonium","new_coef",-4.72443343803976
"17415","criteria","Stream Ammonium","new_coef",1.49166619345178
"17416","tmdl","Stream Ammonium","new_coef",7.70835250415109
"17417","319","Stream Ammonium","new_coef",7.10593414258375
"17418","criteria","Stream Ammonium","new_coef",2.98977526803158
"17419","tmdl","Stream Ammonium","new_coef",-1.23899199918703
"17420","319","Stream Ammonium","new_coef",-5.72186489348176
"17421","criteria","Stream Ammonium","new_coef",-3.19762554455665
"17422","tmdl","Stream Ammonium","new_coef",-1.29738733964737
"17423","319","Stream Ammonium","new_coef",-0.926263502221376
"17424","criteria","Stream Ammonium","new_coef",-4.29272182829978
"17425","tmdl","Stream Ammonium","new_coef",-7.25089801645222
"17426","319","Stream Ammonium","new_coef",6.24638786657527
"17427","criteria","Stream Ammonium","new_coef",2.08462137483689
"17428","tmdl","Stream Ammonium","new_coef",-0.45194291386019
"17429","319","Stream Ammonium","new_coef",1.86045514371099
"17430","criteria","Stream Ammonium","new_coef",1.27840869034201
"17431","tmdl","Stream Ammonium","new_coef",1.36337386789752
"17432","319","Stream Ammonium","new_coef",1.48566458884216
"17433","criteria","Stream Ammonium","new_coef",0.381443288388374
"17434","tmdl","Stream Ammonium","new_coef",4.74071659543863
"17435","319","Stream Ammonium","new_coef",-4.83478278271727
"17436","criteria","Stream Ammonium","new_coef",-1.18489008997118
"17437","tmdl","Stream Ammonium","new_coef",-1.92588318072756
"17438","319","Stream Ammonium","new_coef",-4.21850972838446
"17439","criteria","Stream Ammonium","new_coef",-0.047252848773053
"17440","tmdl","Stream Ammonium","new_coef",-1.71456821023243
"17441","319","Stream Ammonium","new_coef",-1.76838477570436
"17442","criteria","Stream Ammonium","new_coef",-9.4870756335278
"17443","tmdl","Stream Ammonium","new_coef",-5.4613930349621
"17444","319","Stream Ammonium","new_coef",0.532923981089644
"17445","criteria","Stream Ammonium","new_coef",2.68114742457076
"17446","tmdl","Stream Ammonium","new_coef",3.32805912322257
"17447","319","Stream Ammonium","new_coef",-0.214818477573297
"17448","criteria","Stream Ammonium","new_coef",-2.11265697487656
"17449","tmdl","Stream Ammonium","new_coef",6.08325583748759
"17450","319","Stream Ammonium","new_coef",-4.93470611054837
"17451","criteria","Stream Ammonium","new_coef",2.57166573592621
"17452","tmdl","Stream Ammonium","new_coef",-7.70654321002529
"17453","319","Stream Ammonium","new_coef",-15.0769294475988
"17454","criteria","Stream Ammonium","new_coef",-4.72639852075878
"17455","tmdl","Stream Ammonium","new_coef",-2.48815013380597
"17456","319","Stream Ammonium","new_coef",-1.00346516046166
"17457","criteria","Stream Ammonium","new_coef",2.43161436407063
"17458","tmdl","Stream Ammonium","new_coef",-2.24308745497628
"17459","319","Stream Ammonium","new_coef",-2.88531823742698
"17460","criteria","Stream Ammonium","new_coef",-6.36174514178386
"17461","tmdl","Stream Ammonium","new_coef",1.05461974164391
"17462","319","Stream Ammonium","new_coef",3.3042963820293
"17463","criteria","Stream Ammonium","new_coef",-0.580888584980147
"17464","tmdl","Stream Ammonium","new_coef",-1.74817814612363
"17465","319","Stream Ammonium","new_coef",-0.758777695164282
"17466","criteria","Stream Ammonium","new_coef",3.4460020795165
"17467","tmdl","Stream Ammonium","new_coef",0.500760040826383
"17468","319","Stream Ammonium","new_coef",-3.69416729865027
"17469","criteria","Stream Ammonium","new_coef",0.797814429009205
"17470","tmdl","Stream Ammonium","new_coef",0.849572094540544
"17471","319","Stream Ammonium","new_coef",0.389326476091897
"17472","criteria","Stream Ammonium","new_coef",2.79379961746471
"17473","tmdl","Stream Ammonium","new_coef",-2.58486476914758
"17474","319","Stream Ammonium","new_coef",3.122394881599
"17475","criteria","Stream Ammonium","new_coef",4.91935929578813
"17476","tmdl","Stream Ammonium","new_coef",1.21167475504675
"17477","319","Stream Ammonium","new_coef",-5.21127304762642
"17478","criteria","Stream Ammonium","new_coef",-0.647329280446819
"17479","tmdl","Stream Ammonium","new_coef",1.26934536083633
"17480","319","Stream Ammonium","new_coef",6.63851019469194
"17481","criteria","Stream Ammonium","new_coef",-13.4368284432433
"17482","tmdl","Stream Ammonium","new_coef",-2.33277105906157
"17483","319","Stream Ammonium","new_coef",-9.79332561163328
"17484","criteria","Stream Ammonium","new_coef",-2.66258541190977
"17485","tmdl","Stream Ammonium","new_coef",1.31544097501711
"17486","319","Stream Ammonium","new_coef",-2.22986608033915
"17487","criteria","Stream Ammonium","new_coef",1.68764393631129
"17488","tmdl","Stream Ammonium","new_coef",3.0727234674315
"17489","319","Stream Ammonium","new_coef",0.26242532522944
"17490","criteria","Stream Ammonium","new_coef",-0.257658069628149
"17491","tmdl","Stream Ammonium","new_coef",-8.711749802169
"17492","319","Stream Ammonium","new_coef",-4.97202083854088
"17493","criteria","Stream Ammonium","new_coef",0.772236946855882
"17494","tmdl","Stream Ammonium","new_coef",-2.532866162156
"17495","319","Stream Ammonium","new_coef",-6.29056568703769
"17496","criteria","Stream Ammonium","new_coef",2.82639599973031
"17497","tmdl","Stream Ammonium","new_coef",-0.0877277945214692
"17498","319","Stream Ammonium","new_coef",-3.27203158783799
"17499","criteria","Stream Ammonium","new_coef",-7.25478486717534
"17500","tmdl","Stream Ammonium","new_coef",2.99102070654447
"17501","319","Stream Ammonium","new_coef",-0.562330683626116
"17502","criteria","Stream Ammonium","new_coef",-0.842619372623542
"17503","tmdl","Stream Ammonium","new_coef",-2.18364338404527
"17504","319","Stream Ammonium","new_coef",0.0201881914057627
"17505","criteria","Stream Ammonium","new_coef",-5.2762204332615
"17506","tmdl","Stream Ammonium","new_coef",1.64788687037393
"17507","319","Stream Ammonium","new_coef",-3.94003713691952
"17508","criteria","Stream Ammonium","new_coef",-2.316236294625
"17509","tmdl","Stream Ammonium","new_coef",5.70258504261365
"17510","319","Stream Ammonium","new_coef",-1.48154178000683
"17511","criteria","Stream Ammonium","new_coef",1.32418320097942
"17512","tmdl","Stream Ammonium","new_coef",-0.786777963420478
"17513","319","Stream Ammonium","new_coef",0.14441301749115
"17514","criteria","Stream Ammonium","new_coef",3.22351329543102
"17515","tmdl","Stream Ammonium","new_coef",-0.248127577920806
"17516","319","Stream Ammonium","new_coef",-0.266893584043257
"17517","criteria","Stream Ammonium","new_coef",3.72898861312706
"17518","tmdl","Stream Ammonium","new_coef",0.414861916714276
"17519","319","Stream Ammonium","new_coef",1.45328043655573
"17520","criteria","Stream Ammonium","new_coef",4.78570230129642
"17521","tmdl","Stream Ammonium","new_coef",-3.07348859003608
"17522","319","Stream Ammonium","new_coef",-6.87206071968245
"17523","criteria","Stream Ammonium","new_coef",-2.4902538042984
"17524","tmdl","Stream Ammonium","new_coef",10.3094726320427
"17525","319","Stream Ammonium","new_coef",6.93644579078179
"17526","criteria","Stream Ammonium","new_coef",2.37759710050308
"17527","tmdl","Stream Ammonium","new_coef",-0.45815490481189
"17528","319","Stream Ammonium","new_coef",-0.258061561639833
"17529","criteria","Stream Ammonium","new_coef",4.06642497311028
"17530","tmdl","Stream Ammonium","new_coef",-3.92702747751667
"17531","319","Stream Ammonium","new_coef",1.89494072667932
"17532","criteria","Stream Ammonium","new_coef",3.4583983918264
"17533","tmdl","Stream Ammonium","new_coef",-2.95168811570542
"17534","319","Stream Ammonium","new_coef",0.126440301390776
"17535","criteria","Stream Ammonium","new_coef",-2.18097726998847
"17536","tmdl","Stream Ammonium","new_coef",1.13324319915763
"17537","319","Stream Ammonium","new_coef",-3.63847077203558
"17538","criteria","Stream Ammonium","new_coef",-3.73272500442708
"17539","tmdl","Stream Ammonium","new_coef",-1.0684678690344
"17540","319","Stream Ammonium","new_coef",-0.875920793661052
"17541","criteria","Stream Ammonium","new_coef",4.86328358352827
"17542","tmdl","Stream Ammonium","new_coef",-2.38459354930088
"17543","319","Stream Ammonium","new_coef",-3.70174392377486
"17544","criteria","Stream Ammonium","new_coef",-2.72886039222499
"17545","tmdl","Stream Ammonium","new_coef",2.34487146968218
"17546","319","Stream Ammonium","new_coef",2.60258286634657
"17547","criteria","Stream Ammonium","new_coef",-1.13110764636507
"17548","tmdl","Stream Ammonium","new_coef",-2.99620778117888
"17549","319","Stream Ammonium","new_coef",7.9059948361942
"17550","criteria","Stream Ammonium","new_coef",-0.796976852835176
"17551","tmdl","Stream Ammonium","new_coef",0.899558430228788
"17552","319","Stream Ammonium","new_coef",-10.4873762189107
"17553","criteria","Stream Ammonium","new_coef",8.45214555082265
"17554","tmdl","Stream Ammonium","new_coef",-1.34659872443994
"17555","319","Stream Ammonium","new_coef",4.75078796498349
"17556","criteria","Stream Ammonium","new_coef",-4.66923923556639
"17557","tmdl","Stream Ammonium","new_coef",3.87215430409151
"17558","319","Stream Ammonium","new_coef",-0.484308985719746
"17559","criteria","Stream Ammonium","new_coef",-3.90137293247069
"17560","tmdl","Stream Ammonium","new_coef",-3.05443148765296
"17561","319","Stream Ammonium","new_coef",-2.91955127415247
"17562","criteria","Stream Ammonium","new_coef",2.01772785130861
"17563","tmdl","Stream Ammonium","new_coef",-0.413942165607959
"17564","319","Stream Ammonium","new_coef",0.40837839078642
"17565","criteria","Stream Ammonium","new_coef",-4.36081293859592
"17566","tmdl","Stream Ammonium","new_coef",-9.31357857942431
"17567","319","Stream Ammonium","new_coef",-5.86501723470078
"17568","criteria","Stream Ammonium","new_coef",-3.18294068917571
"17569","tmdl","Stream Ammonium","new_coef",-2.30044684281156
"17570","319","Stream Ammonium","new_coef",-3.65854611494373
"17571","criteria","Stream Ammonium","new_coef",-2.24158649636096
"17572","tmdl","Stream Ammonium","new_coef",-1.76608853124413
"17573","319","Stream Ammonium","new_coef",1.96096504889507
"17574","criteria","Stream Ammonium","new_coef",2.87378447386592
"17575","tmdl","Stream Ammonium","new_coef",-1.05713915634374
"17576","319","Stream Ammonium","new_coef",3.30099878036916
"17577","criteria","Stream Ammonium","new_coef",-1.18389822459471
"17578","tmdl","Stream Ammonium","new_coef",1.01375407829124
"17579","319","Stream Ammonium","new_coef",-3.53210516185744
"17580","criteria","Stream Ammonium","new_coef",2.64364322614231
"17581","tmdl","Stream Ammonium","new_coef",-0.789586118265653
"17582","319","Stream Ammonium","new_coef",1.94215421127992
"17583","criteria","Stream Ammonium","new_coef",-1.3095414743428
"17584","tmdl","Stream Ammonium","new_coef",-0.235112928521206
"17585","319","Stream Ammonium","new_coef",-10.9378013458816
"17586","criteria","Stream Ammonium","new_coef",2.11053352400427
"17587","tmdl","Stream Ammonium","new_coef",0.26891123673075
"17588","319","Stream Ammonium","new_coef",-1.87953150287243
"17589","criteria","Stream Ammonium","new_coef",5.04044359149266
"17590","tmdl","Stream Ammonium","new_coef",-7.10256344862541
"17591","319","Stream Ammonium","new_coef",-7.31872739135531
"17592","criteria","Stream Ammonium","new_coef",7.46975685441097
"17593","tmdl","Stream Ammonium","new_coef",0.253964401246168
"17594","319","Stream Ammonium","new_coef",-3.77331255170263
"17595","criteria","Stream Ammonium","new_coef",0.854962259317338
"17596","tmdl","Stream Ammonium","new_coef",-0.988788989200216
"17597","319","Stream Ammonium","new_coef",5.58644240631951
"17598","criteria","Stream Ammonium","new_coef",-9.81508091611731
"17599","tmdl","Stream Ammonium","new_coef",-0.0780228608454948
"17600","319","Stream Ammonium","new_coef",-0.622969991499213
"17601","criteria","Stream Ammonium","new_coef",2.29524254820244
