"state","SLRW_Trend_Estimate","SLR_Trend_Estimate","diff_slrw_slr","sign_switch_slrw_slr","SLRW_Intercept_Estimate","SLR_Intercept_Estimate","SLRW_Trend_Error","SLR_Trend_Error"
"SD",13.6898974874093,8.72143294455068,4.968465,FALSE,173.487892657417,233.945008699809,7.2282708073932,16.5349676387378
"TN",-1.57468595176499,-4.56886392434988,2.994178,FALSE,99.5638036965375,129.699342789598,9.75361586233548,6.47668306045731
"TX",27.1761285613416,10.1358937223975,17.040235,FALSE,298.284522176518,417.569353312303,35.0016454954378,30.1959713312924
"UT",5.35356072781841,3.01159627067669,2.341964,FALSE,22.7687287153304,43.3314460150376,0.519145248110292,3.51396467163893
"VA",-2.9186439362881,-3.57569221301775,0.657048,FALSE,70.5890147967619,71.2100936094674,2.06421518026329,2.56911805218874
"VT",-0.157547771534215,-0.643321233480176,0.485773,FALSE,15.7209316547052,19.419040969163,1.0152318375878,0.379390331727307
"WA",1.56173498123748,-0.163034711696869,1.72477,TRUE,54.4320386631477,71.2947259472817,3.59886558168045,2.1463154608084
"WI",-11.8402417882781,-6.53518019363762,5.305062,FALSE,207.771708063059,173.574757399723,14.1042197382953,9.22589792123079
"WV",0.85258070884598,0.287844339622642,0.564736,FALSE,15.9523798358857,18.7725231132075,1.23120210275409,0.701075947049808
"WY",12.6492032149665,11.6265324130435,1.022671,FALSE,23.5817819890125,29.7254307608698,3.16710019476865,8.31464790289474
